player_name,date,league_name,team_name,opponent_name,position,euro_score,prev_mean_euro_score,prev_mean_goals,prev_mean_assists,prev_median_min,prev_starter_rate,is_friendlies,team_rank,team_total_points,opponent_rank,opponent_total_points,fifa_rank_diff,fifa_points_diff
 Emerson,2019-06-11,European Championship Qualifiers,Italy,Bosnia and Herzegovina,D,2.5,10.0,0.0,1.0,68.0,1.0,False,17.0,1550.0,35.0,1478.0,-18.0,72.0
 Emerson,2019-09-05,European Championship Qualifiers,Italy,Armenia,D,6.0,6.25,0.0,0.5,79.0,1.0,False,16.0,1569.0,98.0,1230.0,-82.0,339.0
 Emerson,2019-09-08,European Championship Qualifiers,Italy,Finland,D,2.0,6.166666666666667,0.0,0.6666666666666666,90.0,1.0,False,16.0,1569.0,57.0,1394.0,-41.0,175.0
 Emerson,2019-11-15,European Championship Qualifiers,Italy,Bosnia and Herzegovina,D,7.0,5.125,0.0,0.5,79.0,1.0,False,15.0,1593.0,48.0,1435.0,-33.0,158.0
 Jorginho,2019-03-26,European Championship Qualifiers,Italy,Liechtenstein,M,5.0,7.0,0.0,0.0,90.0,1.0,False,18.0,1539.0,181.0,937.0,-163.0,602.0
 Jorginho,2019-06-08,European Championship Qualifiers,Italy,Greece,M,7.0,6.0,0.0,0.0,73.5,1.0,False,17.0,1550.0,43.0,1433.0,-26.0,117.0
 Jorginho,2019-06-11,European Championship Qualifiers,Italy,Bosnia and Herzegovina,M,5.0,6.333333333333333,0.0,0.0,90.0,1.0,False,17.0,1550.0,35.0,1478.0,-18.0,72.0
 Jorginho,2019-09-05,European Championship Qualifiers,Italy,Armenia,M,6.0,6.0,0.0,0.0,90.0,1.0,False,16.0,1569.0,98.0,1230.0,-82.0,339.0
 Jorginho,2019-09-08,European Championship Qualifiers,Italy,Finland,M,10.0,6.0,0.0,0.0,90.0,1.0,False,16.0,1569.0,57.0,1394.0,-41.0,175.0
 Jorginho,2019-10-12,European Championship Qualifiers,Italy,Greece,M,12.0,6.666666666666667,0.16666666666666666,0.0,90.0,1.0,False,15.0,1583.0,60.0,1382.0,-45.0,201.0
 Jorginho,2019-11-15,European Championship Qualifiers,Italy,Bosnia and Herzegovina,M,7.0,7.428571428571429,0.2857142857142857,0.0,90.0,1.0,False,15.0,1593.0,48.0,1435.0,-33.0,158.0
 Jorginho,2019-11-18,European Championship Qualifiers,Italy,Armenia,M,14.0,7.375,0.25,0.0,90.0,1.0,False,15.0,1593.0,99.0,1226.0,-84.0,367.0
 Koke,2020-11-11,International Friendlies,Spain,Netherlands,M,6.0,4.0,0.0,0.0,45.0,0.0,True,6.0,1639.0,15.0,1596.0,-9.0,43.0
 Koke,2020-11-14,UEFA Nations League,Spain,Switzerland,M,1.0,5.0,0.0,0.0,67.5,0.5,False,6.0,1639.0,16.0,1589.0,-10.0,50.0
 Koke,2020-11-17,UEFA Nations League,Spain,Germany,M,7.0,3.6666666666666665,0.0,0.0,45.0,0.3333333333333333,False,6.0,1639.0,14.0,1607.0,-8.0,32.0
 Koke,2021-03-25,European World Cup Qualifiers,Spain,Greece,M,9.0,4.5,0.0,0.0,67.5,0.5,False,6.0,1645.0,53.0,1413.0,-47.0,232.0
 Koke,2021-03-31,European World Cup Qualifiers,Spain,Kosovo,M,9.0,5.4,0.0,0.2,72.0,0.6,False,6.0,1645.0,117.0,1155.0,-111.0,490.0
 Marlos,2018-09-09,UEFA Nations League,Ukraine,Slovakia,M,7.0,9.0,0.0,1.0,90.0,1.0,False,,,,,,
 Marlos,2018-10-10,International Friendlies,Ukraine,Italy,M,2.0,8.0,0.0,0.5,90.0,1.0,True,29.0,1483.0,20.0,1526.0,9.0,-43.0
 Marlos,2018-10-16,UEFA Nations League,Ukraine,Czech Republic,M,7.0,6.0,0.0,0.3333333333333333,90.0,1.0,False,29.0,1483.0,47.0,1418.0,-18.0,65.0
 Marlos,2019-03-22,European Championship Qualifiers,Ukraine,Portugal,M,4.0,6.25,0.0,0.25,90.0,1.0,False,30.0,1482.0,6.0,1614.0,24.0,-132.0
 Pedri,2021-03-28,European World Cup Qualifiers,Spain,Georgia,M,6.0,1.0,0.0,0.0,26.0,0.0,False,6.0,1645.0,89.0,1267.0,-83.0,378.0
 Pedri,2021-03-31,European World Cup Qualifiers,Spain,Kosovo,M,9.0,3.5,0.0,0.0,58.0,0.5,False,6.0,1645.0,117.0,1155.0,-111.0,490.0
 Pepe,2018-09-10,UEFA Nations League,Portugal,Italy,D,6.0,8.0,1.0,0.0,90.0,1.0,False,,,,,,
 Pepe,2018-10-11,UEFA Nations League,Portugal,Poland,D,0.0,7.0,0.5,0.0,90.0,1.0,False,7.0,1606.0,18.0,1537.0,-11.0,69.0
 Pepe,2018-11-20,UEFA Nations League,Portugal,Poland,D,2.0,4.666666666666667,0.3333333333333333,0.0,90.0,1.0,False,7.0,1616.0,21.0,1523.0,-14.0,93.0
 Pepe,2019-03-22,European Championship Qualifiers,Portugal,Ukraine,D,7.0,4.0,0.25,0.0,90.0,1.0,False,6.0,1614.0,30.0,1482.0,-24.0,132.0
 Pepe,2019-03-25,European Championship Qualifiers,Portugal,Serbia,D,1.5,4.6,0.2,0.0,90.0,1.0,False,6.0,1614.0,31.0,1481.0,-25.0,133.0
 Pepe,2019-06-05,UEFA Nations League,Portugal,Switzerland,D,3.0,4.083333333333333,0.16666666666666666,0.0,90.0,1.0,False,7.0,1607.0,8.0,1604.0,-1.0,3.0
 Pepe,2019-10-11,European Championship Qualifiers,Portugal,Luxembourg,D,6.5,3.9285714285714284,0.14285714285714285,0.0,90.0,1.0,False,5.0,1643.0,93.0,1255.0,-88.0,388.0
 Pepe,2019-10-14,European Championship Qualifiers,Portugal,Ukraine,D,0.0,4.25,0.125,0.0,90.0,1.0,False,5.0,1643.0,25.0,1516.0,-20.0,127.0
 Pepe,2020-09-05,UEFA Nations League,Portugal,Croatia,D,6.0,3.7777777777777777,0.1111111111111111,0.0,90.0,1.0,False,7.0,1639.0,6.0,1642.0,1.0,-3.0
 Pepe,2020-09-08,UEFA Nations League,Portugal,Sweden,D,6.5,4.0,0.1,0.1,90.0,1.0,False,7.0,1639.0,17.0,1579.0,-10.0,60.0
 Pepe,2020-10-07,International Friendlies,Portugal,Spain,D,1.5,4.2272727272727275,0.09090909090909091,0.09090909090909091,90.0,1.0,True,5.0,1653.0,7.0,1642.0,-2.0,11.0
 Pepe,2020-10-11,UEFA Nations League,Portugal,France,D,6.5,4.0,0.08333333333333333,0.08333333333333333,90.0,1.0,False,5.0,1653.0,2.0,1744.0,3.0,-91.0
 Pepe,2020-10-14,UEFA Nations League,Portugal,Sweden,D,7.0,4.1923076923076925,0.07692307692307693,0.07692307692307693,90.0,1.0,False,5.0,1653.0,18.0,1567.0,-13.0,86.0
 Rafa,2018-10-14,International Friendlies,Portugal,Scotland,M,1.0,3.0,0.0,0.0,85.0,1.0,True,7.0,1606.0,39.0,1448.0,-32.0,158.0
 Rafa,2018-11-20,UEFA Nations League,Portugal,Poland,M,3.0,2.0,0.0,0.0,43.0,0.5,False,7.0,1616.0,21.0,1523.0,-14.0,93.0
 Rafa,2019-03-22,European Championship Qualifiers,Portugal,Ukraine,F,1.5,2.3333333333333335,0.0,0.0,70.0,0.6666666666666666,False,6.0,1614.0,30.0,1482.0,-24.0,132.0
 Rafa,2019-03-25,European Championship Qualifiers,Portugal,Serbia,F,4.0,2.125,0.0,0.0,49.0,0.5,False,6.0,1614.0,31.0,1481.0,-25.0,133.0
 Rafa,2019-06-09,UEFA Nations League,Portugal,Netherlands,F,1.5,2.5,0.0,0.0,70.0,0.6,False,7.0,1607.0,16.0,1554.0,-9.0,53.0
 Rafa,2019-09-10,European Championship Qualifiers,Portugal,Lithuania,M,4.0,2.3333333333333335,0.0,0.0,49.0,0.5,False,6.0,1631.0,130.0,1101.0,-124.0,530.0
 Rafa,2020-10-14,UEFA Nations League,Portugal,Sweden,M,1.0,2.5714285714285716,0.0,0.14285714285714285,34.0,0.42857142857142855,False,5.0,1653.0,18.0,1567.0,-13.0,86.0
 Rafa,2021-03-24,European World Cup Qualifiers,Portugal,Azerbaijan,F,1.0,2.375,0.0,0.125,31.0,0.375,False,5.0,1662.0,108.0,1180.0,-103.0,482.0
 Rafa,2021-03-30,European World Cup Qualifiers,Portugal,Luxembourg,M,1.0,2.2222222222222223,0.0,0.1111111111111111,28.0,0.3333333333333333,False,5.0,1662.0,98.0,1235.0,-93.0,427.0
 Rodrigo,2018-10-11,International Friendlies,Spain,Wales,M,6.0,4.0,0.0,0.0,31.0,0.0,True,9.0,1597.0,19.0,1536.0,-10.0,61.0
 Rodrigo,2018-11-18,International Friendlies,Spain,Bosnia and Herzegovina,M,7.0,5.0,0.0,0.0,60.5,0.5,True,9.0,1594.0,32.0,1476.0,-23.0,118.0
 Rodrigo,2019-03-23,European Championship Qualifiers,Spain,Norway,M,1.0,5.666666666666667,0.0,0.0,90.0,0.6666666666666666,False,9.0,1591.0,48.0,1425.0,-39.0,166.0
 Rodrigo,2019-03-26,European Championship Qualifiers,Spain,Malta,M,7.0,4.5,0.0,0.0,60.5,0.5,False,9.0,1591.0,182.0,926.0,-173.0,665.0
 Rodrigo,2019-06-07,European Championship Qualifiers,Spain,Faroe Islands,M,6.0,5.0,0.0,0.0,90.0,0.6,False,9.0,1601.0,102.0,1213.0,-93.0,388.0
 Rodrigo,2019-09-08,European Championship Qualifiers,Spain,Faroe Islands,M,7.0,5.166666666666667,0.0,0.0,90.0,0.6666666666666666,False,9.0,1617.0,108.0,1200.0,-99.0,417.0
 Rodrigo,2019-10-12,European Championship Qualifiers,Spain,Norway,M,1.0,5.428571428571429,0.0,0.0,90.0,0.7142857142857143,False,7.0,1631.0,47.0,1435.0,-40.0,196.0
 Rodrigo,2019-10-15,European Championship Qualifiers,Spain,Sweden,M,5.0,4.875,0.0,0.0,90.0,0.625,False,7.0,1631.0,18.0,1560.0,-11.0,71.0
 Rodrigo,2019-11-15,European Championship Qualifiers,Spain,Malta,M,7.0,4.888888888888889,0.0,0.0,90.0,0.6666666666666666,False,8.0,1625.0,182.0,924.0,-174.0,701.0
 Rodrigo,2020-09-06,UEFA Nations League,Spain,Ukraine,M,6.0,5.1,0.0,0.0,90.0,0.7,False,8.0,1636.0,24.0,1537.0,-16.0,99.0
 Rodrigo,2020-10-07,International Friendlies,Spain,Portugal,M,1.0,5.181818181818182,0.0,0.0,90.0,0.7272727272727273,True,7.0,1642.0,5.0,1653.0,2.0,-11.0
 Rodrigo,2020-10-10,UEFA Nations League,Spain,Switzerland,M,1.0,4.833333333333333,0.0,0.0,90.0,0.6666666666666666,False,7.0,1642.0,15.0,1600.0,-8.0,42.0
 Rodrigo,2020-10-13,UEFA Nations League,Spain,Ukraine,M,6.0,4.538461538461538,0.0,0.0,90.0,0.6153846153846154,False,7.0,1642.0,24.0,1539.0,-17.0,103.0
 Rodrigo,2020-11-11,International Friendlies,Spain,Netherlands,M,6.0,4.642857142857143,0.0,0.0,90.0,0.6428571428571429,True,6.0,1639.0,15.0,1596.0,-9.0,43.0
 Rodrigo,2020-11-17,UEFA Nations League,Spain,Germany,M,12.0,4.733333333333333,0.0,0.0,90.0,0.6666666666666666,False,6.0,1639.0,14.0,1607.0,-8.0,32.0
 Rodrigo,2021-03-25,European World Cup Qualifiers,Spain,Greece,M,6.0,5.1875,0.0625,0.0,90.0,0.6875,False,6.0,1645.0,53.0,1413.0,-47.0,232.0
 Rodrigo,2021-03-31,European World Cup Qualifiers,Spain,Kosovo,M,1.0,5.235294117647059,0.058823529411764705,0.0,90.0,0.7058823529411765,False,6.0,1645.0,117.0,1155.0,-111.0,490.0
 Thiago,2021-03-28,European World Cup Qualifiers,Spain,Georgia,M,4.0,1.0,0.0,0.0,18.0,0.0,False,6.0,1645.0,89.0,1267.0,-83.0,378.0
 Zanka,2019-06-10,European Championship Qualifiers,Denmark,Georgia,D,1.0,7.5,1.0,0.0,90.0,1.0,False,10.0,1586.0,94.0,1256.0,-84.0,330.0
 Zanka,2019-09-05,European Championship Qualifiers,Denmark,Gibraltar,D,1.0,4.25,0.5,0.0,72.0,0.5,False,13.0,1589.0,198.0,893.0,-185.0,696.0
 Zanka,2019-10-12,European Championship Qualifiers,Denmark,Switzerland,D,1.0,3.1666666666666665,0.3333333333333333,0.0,54.0,0.3333333333333333,False,14.0,1584.0,11.0,1604.0,3.0,-20.0
 Zanka,2019-11-15,European Championship Qualifiers,Denmark,Gibraltar,D,6.5,2.625,0.25,0.0,40.5,0.25,False,14.0,1599.0,196.0,882.0,-182.0,717.0
 Zanka,2019-11-18,European Championship Qualifiers,Denmark,Republic of Ireland,D,2.5,3.4,0.2,0.0,54.0,0.4,False,14.0,1599.0,36.0,1480.0,-22.0,119.0
Aaron Ramsey,2018-09-09,UEFA Nations League,Wales,Denmark,M,6.0,11.0,1.0,0.0,90.0,1.0,False,,,,,,
Aaron Ramsey,2018-10-11,International Friendlies,Wales,Spain,M,6.0,8.5,0.5,0.0,90.0,1.0,True,19.0,1536.0,9.0,1597.0,10.0,-61.0
Aaron Ramsey,2018-11-16,UEFA Nations League,Wales,Denmark,M,6.0,7.666666666666667,0.3333333333333333,0.0,90.0,1.0,False,18.0,1538.0,10.0,1584.0,8.0,-46.0
Aaron Ramsey,2018-11-20,International Friendlies,Wales,Albania,M,4.0,7.25,0.25,0.0,90.0,1.0,True,18.0,1538.0,60.0,1372.0,-42.0,166.0
Aaron Ramsey,2019-11-16,European Championship Qualifiers,Wales,Azerbaijan,M,1.0,6.6,0.2,0.0,90.0,0.8,False,24.0,1524.0,111.0,1189.0,-87.0,335.0
Aaron Ramsey,2019-11-19,European Championship Qualifiers,Wales,Hungary,M,14.0,5.666666666666667,0.16666666666666666,0.0,90.0,0.6666666666666666,False,24.0,1524.0,50.0,1429.0,-26.0,95.0
Aaron Ramsey,2020-10-11,UEFA Nations League,Wales,Republic of Ireland,M,7.0,6.857142857142857,0.42857142857142855,0.0,90.0,0.7142857142857143,False,21.0,1550.0,37.0,1475.0,-16.0,75.0
Abdulkadir Omur,2019-06-02,International Friendlies,Turkey,Uzbekistan,M,1.0,1.0,0.0,0.0,45.0,0.0,True,39.0,1457.0,85.0,1279.0,-46.0,178.0
Abdulkadir Omur,2019-06-08,European Championship Qualifiers,Turkey,France,M,1.0,1.0,0.0,0.0,35.0,0.0,False,39.0,1457.0,2.0,1734.0,37.0,-277.0
Abdulkadir Omur,2019-06-11,European Championship Qualifiers,Turkey,Iceland,M,1.0,1.0,0.0,0.0,25.0,0.0,False,39.0,1457.0,40.0,1450.0,-1.0,7.0
Abdülkadir Ömür,2020-10-11,UEFA Nations League,Turkey,Russia,M,1.0,4.0,0.0,1.0,5.0,0.0,False,32.0,1485.0,32.0,1485.0,0.0,0.0
Abdülkadir Ömür,2020-10-14,UEFA Nations League,Turkey,Serbia,M,1.0,2.5,0.0,0.5,7.0,0.0,False,32.0,1485.0,31.0,1486.0,1.0,-1.0
Adam Davies,2020-10-14,UEFA Nations League,Wales,Bulgaria,GK,1.0,1.0,0.0,0.0,45.0,0.0,False,21.0,1550.0,60.0,1378.0,-39.0,172.0
Adama Traoré,2020-10-10,UEFA Nations League,Spain,Switzerland,M,1.0,1.0,0.0,0.0,28.0,0.0,False,7.0,1642.0,15.0,1600.0,-8.0,42.0
Adama Traoré,2020-10-13,UEFA Nations League,Spain,Ukraine,M,6.0,1.0,0.0,0.0,30.5,0.0,False,7.0,1642.0,24.0,1539.0,-17.0,103.0
Adama Traoré,2020-11-11,International Friendlies,Spain,Netherlands,M,1.0,2.6666666666666665,0.0,0.0,33.0,0.3333333333333333,True,6.0,1639.0,15.0,1596.0,-9.0,43.0
Adama Traoré,2020-11-14,UEFA Nations League,Spain,Switzerland,M,1.0,2.25,0.0,0.0,30.5,0.25,False,6.0,1639.0,16.0,1589.0,-10.0,50.0
Admir Mehmedi,2018-09-11,International Friendlies,Switzerland,England,F,1.5,6.0,1.0,0.0,18.0,0.0,True,,,,,,
Admir Mehmedi,2019-03-26,European Championship Qualifiers,Switzerland,Denmark,F,1.0,3.75,0.5,0.0,31.5,0.0,False,8.0,1599.0,10.0,1589.0,-2.0,10.0
Admir Mehmedi,2019-09-05,European Championship Qualifiers,Switzerland,Republic of Ireland,F,1.0,2.8333333333333335,0.3333333333333333,0.0,19.0,0.0,False,11.0,1605.0,32.0,1489.0,-21.0,116.0
Admir Mehmedi,2019-09-08,European Championship Qualifiers,Switzerland,Gibraltar,F,9.0,2.375,0.25,0.0,18.5,0.0,False,11.0,1605.0,198.0,893.0,-187.0,712.0
Admir Mehmedi,2019-10-12,European Championship Qualifiers,Switzerland,Denmark,M,3.0,3.7,0.4,0.0,19.0,0.2,False,11.0,1604.0,14.0,1584.0,-3.0,20.0
Admir Mehmedi,2019-10-15,European Championship Qualifiers,Switzerland,Republic of Ireland,M,5.0,3.5833333333333335,0.3333333333333333,0.0,32.0,0.3333333333333333,False,11.0,1604.0,28.0,1496.0,-17.0,108.0
Admir Mehmedi,2020-10-07,International Friendlies,Switzerland,Croatia,F,2.5,3.7857142857142856,0.2857142857142857,0.14285714285714285,28.0,0.42857142857142855,True,15.0,1600.0,8.0,1628.0,7.0,-28.0
Admir Mehmedi,2020-10-10,UEFA Nations League,Switzerland,Spain,M,3.0,3.625,0.25,0.125,36.5,0.5,False,15.0,1600.0,7.0,1642.0,8.0,-42.0
Admir Mehmedi,2020-10-13,UEFA Nations League,Switzerland,Germany,M,1.0,3.5555555555555554,0.2222222222222222,0.1111111111111111,45.0,0.5555555555555556,False,15.0,1600.0,14.0,1602.0,1.0,-2.0
Admir Mehmedi,2020-11-11,International Friendlies,Switzerland,Belgium,M,7.0,3.3,0.2,0.1,36.5,0.5,True,16.0,1589.0,1.0,1765.0,15.0,-176.0
Admir Mehmedi,2020-11-14,UEFA Nations League,Switzerland,Spain,M,1.0,3.6363636363636362,0.2727272727272727,0.09090909090909091,45.0,0.5454545454545454,False,16.0,1589.0,6.0,1639.0,10.0,-50.0
Admir Mehmedi,2021-03-25,European World Cup Qualifiers,Switzerland,Bulgaria,M,1.0,3.4166666666666665,0.25,0.08333333333333333,36.5,0.5,False,16.0,1593.0,68.0,1350.0,-52.0,243.0
Admir Mehmedi,2021-03-28,European World Cup Qualifiers,Switzerland,Lithuania,F,1.0,3.230769230769231,0.23076923076923078,0.07692307692307693,28.0,0.46153846153846156,False,16.0,1593.0,129.0,1114.0,-113.0,479.0
Adrien Rabiot,2020-10-11,UEFA Nations League,France,Portugal,M,7.0,7.0,0.0,0.0,90.0,1.0,False,2.0,1744.0,5.0,1653.0,-3.0,91.0
Adrien Rabiot,2020-10-14,UEFA Nations League,France,Croatia,M,6.0,7.0,0.0,0.0,90.0,1.0,False,2.0,1744.0,8.0,1628.0,-6.0,116.0
Adrien Rabiot,2020-11-14,UEFA Nations League,France,Portugal,M,7.0,6.666666666666667,0.0,0.0,90.0,1.0,False,2.0,1752.0,5.0,1661.0,-3.0,91.0
Adrien Rabiot,2020-11-17,UEFA Nations League,France,Sweden,M,6.0,6.75,0.0,0.0,90.0,1.0,False,2.0,1752.0,19.0,1558.0,-17.0,194.0
Adrien Rabiot,2021-03-24,European World Cup Qualifiers,France,Ukraine,M,6.0,6.6,0.0,0.0,90.0,1.0,False,2.0,1755.0,24.0,1521.0,-22.0,234.0
Adrien Rabiot,2021-03-28,European World Cup Qualifiers,France,Kazakhstan,M,1.0,6.5,0.0,0.0,90.0,1.0,False,2.0,1755.0,122.0,1142.0,-120.0,613.0
Adrien Rabiot,2021-03-31,European World Cup Qualifiers,France,Bosnia and Herzegovina,M,10.0,5.714285714285714,0.0,0.0,90.0,0.8571428571428571,False,2.0,1755.0,56.0,1410.0,-54.0,345.0
Albin Ekdal,2018-10-16,International Friendlies,Sweden,Slovakia,M,3.0,2.0,0.0,0.0,56.0,1.0,True,15.0,1550.0,26.0,1491.0,-11.0,59.0
Albin Ekdal,2018-11-17,UEFA Nations League,Sweden,Turkey,M,3.0,2.5,0.0,0.0,69.0,1.0,False,17.0,1548.0,38.0,1449.0,-21.0,99.0
Albin Ekdal,2019-03-26,European Championship Qualifiers,Sweden,Norway,M,3.0,2.6666666666666665,0.0,0.0,81.0,1.0,False,14.0,1560.0,48.0,1425.0,-34.0,135.0
Albin Ekdal,2019-06-07,European Championship Qualifiers,Sweden,Malta,M,7.0,2.75,0.0,0.0,73.5,1.0,False,14.0,1567.0,180.0,943.0,-166.0,624.0
Albin Ekdal,2019-06-10,European Championship Qualifiers,Sweden,Spain,M,3.0,3.6,0.0,0.0,77.0,1.0,False,14.0,1567.0,9.0,1601.0,5.0,-34.0
Albin Ekdal,2019-09-05,European Championship Qualifiers,Sweden,Faroe Islands,M,7.0,3.5,0.0,0.0,79.0,1.0,False,18.0,1558.0,108.0,1200.0,-90.0,358.0
Albin Ekdal,2019-09-08,European Championship Qualifiers,Sweden,Norway,M,5.0,4.0,0.0,0.0,77.0,1.0,False,18.0,1558.0,50.0,1429.0,-32.0,129.0
Albin Ekdal,2019-10-12,European Championship Qualifiers,Sweden,Malta,M,7.0,4.125,0.0,0.125,79.0,1.0,False,18.0,1560.0,179.0,933.0,-161.0,627.0
Albin Ekdal,2019-10-15,European Championship Qualifiers,Sweden,Spain,M,3.0,4.444444444444445,0.0,0.1111111111111111,77.0,1.0,False,18.0,1560.0,7.0,1631.0,11.0,-71.0
Albin Ekdal,2019-11-15,European Championship Qualifiers,Sweden,Romania,M,7.0,4.3,0.0,0.1,79.0,1.0,False,18.0,1563.0,29.0,1495.0,-11.0,68.0
Albin Ekdal,2020-09-05,UEFA Nations League,Sweden,France,M,6.0,4.545454545454546,0.0,0.09090909090909091,81.0,1.0,False,17.0,1579.0,2.0,1733.0,15.0,-154.0
Albin Ekdal,2020-09-08,UEFA Nations League,Sweden,Portugal,M,1.0,4.666666666666667,0.0,0.08333333333333333,81.5,1.0,False,17.0,1579.0,7.0,1639.0,10.0,-60.0
Albin Ekdal,2020-10-11,UEFA Nations League,Sweden,Croatia,M,3.0,4.384615384615385,0.0,0.07692307692307693,81.0,0.9230769230769231,False,18.0,1567.0,8.0,1628.0,10.0,-61.0
Albin Ekdal,2020-10-14,UEFA Nations League,Sweden,Portugal,M,5.0,4.285714285714286,0.0,0.07142857142857142,81.5,0.9285714285714286,False,18.0,1567.0,5.0,1653.0,13.0,-86.0
Albin Ekdal,2020-11-14,UEFA Nations League,Sweden,Croatia,M,5.0,4.333333333333333,0.0,0.06666666666666667,82.0,0.9333333333333333,False,19.0,1558.0,9.0,1634.0,10.0,-76.0
Albin Ekdal,2021-03-25,European World Cup Qualifiers,Sweden,Georgia,M,1.0,4.375,0.0,0.0625,82.5,0.9375,False,20.0,1558.0,89.0,1267.0,-69.0,291.0
Albin Granlund,2018-09-11,UEFA Nations League,Finland,Estonia,D,6.0,0.5,0.0,0.0,45.0,0.0,False,,,,,,
Albin Granlund,2018-11-15,UEFA Nations League,Finland,Greece,D,0.5,3.25,0.0,0.0,60.5,0.5,False,56.0,1392.0,42.0,1432.0,14.0,-40.0
Albin Granlund,2018-11-18,UEFA Nations League,Finland,Hungary,D,-0.5,2.3333333333333335,0.0,0.0,76.0,0.6666666666666666,False,56.0,1392.0,55.0,1400.0,1.0,-8.0
Albin Granlund,2019-03-23,European Championship Qualifiers,Finland,Italy,D,1.5,1.625,0.0,0.0,60.5,0.75,False,59.0,1375.0,18.0,1539.0,41.0,-164.0
Albin Granlund,2019-03-26,European Championship Qualifiers,Finland,Armenia,D,6.5,1.6,0.0,0.0,76.0,0.8,False,59.0,1375.0,101.0,1222.0,-42.0,153.0
Albin Granlund,2019-06-08,European Championship Qualifiers,Finland,Bosnia and Herzegovina,D,1.0,2.4166666666666665,0.0,0.0,82.5,0.8333333333333334,False,60.0,1375.0,35.0,1478.0,25.0,-103.0
Albin Granlund,2019-09-08,European Championship Qualifiers,Finland,Italy,D,2.0,2.2142857142857144,0.0,0.0,76.0,0.8571428571428571,False,57.0,1394.0,16.0,1569.0,41.0,-175.0
Albin Granlund,2020-10-14,UEFA Nations League,Finland,Republic of Ireland,D,5.5,2.1875,0.0,0.0,79.0,0.875,False,56.0,1390.0,37.0,1475.0,19.0,-85.0
Albin Granlund,2021-03-28,European World Cup Qualifiers,Finland,Ukraine,D,2.0,2.5555555555555554,0.0,0.0,82.0,0.8888888888888888,False,55.0,1411.0,24.0,1521.0,31.0,-110.0
Aleksandar Dragovic,2018-10-12,UEFA Nations League,Austria,Northern Ireland,D,1.0,1.0,0.0,0.0,45.0,0.0,False,24.0,1499.0,28.0,1487.0,-4.0,12.0
Aleksandar Dragovic,2018-10-16,International Friendlies,Austria,Denmark,D,2.0,1.0,0.0,0.0,23.0,0.0,True,24.0,1499.0,10.0,1581.0,14.0,-82.0
Aleksandar Dragovic,2018-11-15,UEFA Nations League,Austria,Bosnia and Herzegovina,D,6.0,1.3333333333333333,0.0,0.0,45.0,0.3333333333333333,False,24.0,1502.0,32.0,1476.0,-8.0,26.0
Aleksandar Dragovic,2018-11-18,UEFA Nations League,Austria,Northern Ireland,D,2.5,2.5,0.0,0.0,67.5,0.5,False,24.0,1502.0,34.0,1472.0,-10.0,30.0
Aleksandar Dragovic,2019-03-21,European Championship Qualifiers,Austria,Poland,D,1.0,2.5,0.0,0.0,90.0,0.6,False,23.0,1509.0,20.0,1518.0,3.0,-9.0
Aleksandar Dragovic,2019-03-24,European Championship Qualifiers,Austria,Israel,D,-1.0,2.25,0.0,0.0,90.0,0.6666666666666666,False,23.0,1509.0,92.0,1265.0,-69.0,244.0
Aleksandar Dragovic,2019-06-07,European Championship Qualifiers,Austria,Slovenia,D,7.0,1.7857142857142858,0.0,0.0,90.0,0.7142857142857143,False,34.0,1479.0,63.0,1366.0,-29.0,113.0
Aleksandar Dragovic,2019-06-10,European Championship Qualifiers,Austria,North Macedonia,D,2.0,2.4375,0.0,0.0,90.0,0.75,False,34.0,1479.0,68.0,1350.0,-34.0,129.0
Aleksandar Dragovic,2019-09-06,European Championship Qualifiers,Austria,Latvia,D,7.0,2.388888888888889,0.0,0.0,90.0,0.7777777777777778,False,27.0,1498.0,134.0,1086.0,-107.0,412.0
Aleksandar Dragovic,2019-09-09,European Championship Qualifiers,Austria,Poland,D,6.5,2.85,0.0,0.0,90.0,0.8,False,27.0,1498.0,20.0,1550.0,7.0,-52.0
Aleksandar Dragovic,2019-10-10,European Championship Qualifiers,Austria,Israel,D,2.5,3.1818181818181817,0.0,0.0,90.0,0.8181818181818182,False,27.0,1503.0,86.0,1277.0,-59.0,226.0
Aleksandar Dragovic,2019-10-13,European Championship Qualifiers,Austria,Slovenia,D,6.5,3.125,0.0,0.0,90.0,0.8333333333333334,False,27.0,1503.0,58.0,1390.0,-31.0,113.0
Aleksandar Dragovic,2019-11-16,European Championship Qualifiers,Austria,North Macedonia,D,6.0,3.3846153846153846,0.0,0.0,90.0,0.8461538461538461,False,25.0,1520.0,68.0,1344.0,-43.0,176.0
Aleksandar Dragovic,2019-11-19,European Championship Qualifiers,Austria,Latvia,D,2.5,3.5714285714285716,0.0,0.07142857142857142,90.0,0.8571428571428571,False,25.0,1520.0,143.0,1063.0,-118.0,457.0
Aleksandar Dragovic,2020-09-04,UEFA Nations League,Austria,Norway,D,-0.5,3.5,0.0,0.06666666666666667,90.0,0.8666666666666667,False,26.0,1507.0,44.0,1451.0,-18.0,56.0
Aleksandar Dragovic,2020-10-07,International Friendlies,Austria,Greece,D,2.5,3.25,0.0,0.0625,90.0,0.8125,True,27.0,1505.0,53.0,1413.0,-26.0,92.0
Aleksandar Dragovic,2020-10-11,UEFA Nations League,Austria,Northern Ireland,D,7.0,3.2058823529411766,0.0,0.058823529411764705,90.0,0.8235294117647058,False,27.0,1505.0,38.0,1468.0,-11.0,37.0
