player,date,league_name,team_name,opponent_name,fantasy_points,min,position,goals,assists,shots,shots_on_goal,crosses,fouls_drawn,fouls_committed,tackles_won,interceptions,yellow_cards,red_cards,penalty_kick_miss,clean_sheet,goals_allowed,accurate_passes,shots_assisted,shootout_goals,shootout_misses,game_started,year,month,day,saves,wins,penalty_kick_saved,shootout_saves,points,is_star_of_match
Bruno Petkovic,2019-10-10,European Championship Qualifiers,Croatia,Hungary,31.92,90,F,2,0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,11.0,1.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,10.0,1
Pablo Sarabia,2019-11-15,European Championship Qualifiers,Spain,Malta,31.86,90,M,1,0,7.0,3.0,10.0,1.0,0.0,0.0,1.0,0,0,0,1,0,68.0,2.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,8.0,0
Romelu Lukaku,2018-10-12,UEFA Nations League,Belgium,Switzerland,31.84,90,F,2,0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,17.0,3.0,0.0,0.0,1,2018,10,12,0.0,0.0,0.0,0.0,10.0,1
Jéremy Doku,2021-03-30,European World Cup Qualifiers,Belgium,Belarus,31.68,77,F,1,2,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0,0,0,1,0,39.0,2.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,12.0,0
Gerard Moreno,2019-11-18,European Championship Qualifiers,Spain,Romania,31.6,57,F,2,0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,45.0,1.0,0.0,0.0,1,2019,11,18,0.0,0.0,0.0,0.0,9.0,1
Teemu Pukki,2019-10-15,European Championship Qualifiers,Finland,Armenia,31.52,90,F,2,0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0,0,0,1,0,16.0,1.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,10.0,1
Harry Wilson,2019-11-16,European Championship Qualifiers,Wales,Azerbaijan,31.44,90,M,1,1,4.0,2.0,6.0,1.0,0.0,2.0,0.0,1,0,0,1,0,37.0,3.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,10.0,1
Kevin De Bruyne,2019-06-11,European Championship Qualifiers,Belgium,Scotland,31.44,90,M,1,0,9.0,6.0,5.0,0.0,1.0,1.0,0.0,1,0,0,1,0,47.0,3.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,7.0,0
Aleksandar Trajkovski,2018-10-13,UEFA Nations League,North Macedonia,Liechtenstein,31.42,90,F,2,0,6.0,3.0,2.0,0.0,1.0,0.0,2.0,1,0,0,0,1,51.0,1.0,0.0,0.0,1,2018,10,13,0.0,0.0,0.0,0.0,9.0,0
Patrik Schick,2021-03-24,European World Cup Qualifiers,Czech Republic,Estonia,31.36,79,F,1,2,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,18.0,3.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,12.0,0
Serge Gnabry,2019-06-11,European Championship Qualifiers,Germany,Estonia,31.16,90,M,2,0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,58.0,2.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,13.0,1
Memphis Depay,2020-11-18,UEFA Nations League,Netherlands,Poland,31.12,90,F,1,0,6.0,3.0,8.0,6.0,2.0,0.0,0.0,0,0,0,0,1,26.0,1.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,6.0,0
Aleksey Ionov,2018-09-10,International Friendlies,Russia,Czech Republic,31.0,62,M,2,0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0,15.0,3.0,0.0,0.0,1,2018,9,10,0.0,0.0,0.0,0.0,12.0,1
Toni Kroos,2018-10-16,UEFA Nations League,Germany,France,30.98,90,M,1,0,1.0,1.0,10.0,3.0,1.0,1.0,2.0,0,0,0,0,2,74.0,6.0,0.0,0.0,1,2018,10,16,0.0,0.0,0.0,0.0,7.0,0
Cristiano Ronaldo,2019-10-14,European Championship Qualifiers,Portugal,Ukraine,30.82,90,F,1,0,10.0,6.0,1.0,2.0,3.0,0.0,0.0,0,0,0,0,2,31.0,3.0,0.0,0.0,1,2019,10,14,0.0,0.0,0.0,0.0,6.0,1
Antoine Griezmann,2020-09-08,UEFA Nations League,France,Croatia,30.76,78,F,1,1,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0,0,0,0,2,28.0,4.0,0.0,0.0,1,2020,9,8,0.0,0.0,0.0,0.0,9.0,1
Konrad Laimer,2019-09-06,European Championship Qualifiers,Austria,Latvia,30.76,90,M,1,1,2.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,0,1,0,78.0,3.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,11.0,1
Ezgjan Alioski,2018-11-19,UEFA Nations League,North Macedonia,Gibraltar,30.74,90,M,0,2,3.0,0.0,9.0,0.0,0.0,1.0,0.0,0,0,0,1,0,72.0,7.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,9.0,1
Álvaro Morata,2019-03-26,European Championship Qualifiers,Spain,Malta,30.72,79,F,2,0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,11.0,1.0,0.0,0.0,1,2019,3,26,0.0,0.0,0.0,0.0,10.0,1
Viktor Tsygankov,2019-06-07,European Championship Qualifiers,Ukraine,Serbia,30.7,90,M,2,0,4.0,3.0,2.0,0.0,1.0,1.0,0.0,0,0,0,1,0,40.0,1.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,13.0,1
Kylian Mbappé,2019-06-11,European Championship Qualifiers,France,Andorra,30.56,90,F,1,1,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0,0,0,1,0,48.0,6.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,9.0,0
Bernardo Silva,2019-11-14,European Championship Qualifiers,Portugal,Lithuania,30.54,66,M,1,1,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0,0,0,1,0,82.0,5.0,0.0,0.0,1,2019,11,14,0.0,0.0,0.0,0.0,11.0,0
Thiago Thiago,2019-11-15,European Championship Qualifiers,Spain,Malta,30.34,90,M,0,2,1.0,0.0,5.0,2.0,0.0,4.0,3.0,0,0,0,1,0,117.0,4.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,9.0,0
Christian Eriksen,2020-10-07,International Friendlies,Denmark,Faroe Islands,30.3,72,M,1,0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0,0,0,1,0,45.0,5.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,8.0,0
Michy Batshuayi,2019-09-06,European Championship Qualifiers,Belgium,San Marino,30.28,90,F,2,0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,0,14.0,2.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,10.0,1
Matthias Ginter,2019-11-16,European Championship Qualifiers,Germany,Belarus,30.24,90,D,1,1,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0,0,0,1,0,82.0,2.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,15.0,0
Jorginho,2019-11-18,European Championship Qualifiers,Italy,Armenia,30.08,90,M,1,1,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0,0,0,0,1,129.0,5.0,0.0,0.0,1,2019,11,18,0.0,0.0,0.0,0.0,10.0,0
Robert Lewandowski,2021-03-28,European World Cup Qualifiers,Poland,Andorra,30.04,63,F,2,0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0,0,0,1,0,17.0,2.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,10.0,1
Jadon Sancho,2019-09-10,European Championship Qualifiers,England,Kosovo,29.96,85,F,2,0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,3,28.0,2.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,10.0,0
Ferran Torres,2021-03-31,European World Cup Qualifiers,Spain,Kosovo,29.94,90,M,1,0,7.0,3.0,7.0,3.0,1.0,0.0,1.0,0,0,0,0,1,52.0,1.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,7.0,1
Juraj Kucka,2018-09-05,International Friendlies,Slovakia,Denmark,29.92,61,M,0,2,4.0,1.0,3.0,4.0,0.0,3.0,0.0,0,0,0,1,0,41.0,3.0,0.0,0.0,1,2018,9,5,0.0,0.0,0.0,0.0,9.0,1
Eljif Elmas,2019-10-10,European Championship Qualifiers,North Macedonia,Slovenia,29.9,90,M,2,0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,1,20.0,0.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,12.0,1
Alexander Isak,2019-09-05,European Championship Qualifiers,Sweden,Faroe Islands,29.88,90,F,2,0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0,0,0,1,0,19.0,2.0,0.0,0.0,1,2019,9,5,0.0,0.0,0.0,0.0,10.0,0
Hakan Calhanoglu,2020-10-14,UEFA Nations League,Turkey,Serbia,29.86,90,M,1,1,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,2,38.0,3.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,10.0,1
Bryan Cristante,2020-10-07,International Friendlies,Italy,Moldova,29.84,90,M,1,1,4.0,2.0,1.0,0.0,0.0,1.0,3.0,0,0,0,1,0,82.0,3.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,11.0,1
Jakub Jankto,2021-03-24,European World Cup Qualifiers,Czech Republic,Estonia,29.84,65,M,1,1,3.0,1.0,7.0,0.0,1.0,0.0,2.0,0,0,0,0,1,22.0,4.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,10.0,0
Ozan Tufan,2021-03-27,European World Cup Qualifiers,Turkey,Norway,29.82,86,M,2,0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0,0,0,1,0,31.0,1.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,13.0,1
Ryan Christie,2019-11-16,European Championship Qualifiers,Scotland,Cyprus,29.8,89,M,1,0,2.0,2.0,12.0,2.0,1.0,4.0,1.0,0,0,0,0,1,20.0,1.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,7.0,0
Nacer Chadli,2019-10-10,European Championship Qualifiers,Belgium,San Marino,29.76,90,M,1,0,4.0,2.0,5.0,0.0,2.0,4.0,0.0,0,0,0,1,0,63.0,6.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,8.0,0
Corentin Tolisso,2020-10-07,International Friendlies,France,Ukraine,29.72,90,M,1,1,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,1,86.0,4.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,10.0,1
Xherdan Shaqiri,2021-03-28,European World Cup Qualifiers,Switzerland,Lithuania,29.72,80,M,1,0,3.0,1.0,12.0,0.0,0.0,3.0,1.0,0,0,0,1,0,41.0,3.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,8.0,1
Kevin De Bruyne,2020-11-18,UEFA Nations League,Belgium,Denmark,29.7,90,M,1,1,3.0,2.0,5.0,3.0,1.0,0.0,0.0,0,0,0,0,2,35.0,2.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,10.0,1
James Forrest,2018-11-17,UEFA Nations League,Scotland,Albania,29.54,90,M,2,0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,0,17.0,1.0,0.0,0.0,1,2018,11,17,0.0,0.0,0.0,0.0,13.0,1
Aaron Ramsey,2019-11-19,European Championship Qualifiers,Wales,Hungary,29.46,90,M,2,0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0,0,0,1,0,23.0,1.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,13.0,1
Andrea Belotti,2019-10-15,European Championship Qualifiers,Italy,Liechtenstein,29.42,90,F,2,0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,21.0,1.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,10.0,1
Georginio Wijnaldum,2020-11-15,UEFA Nations League,Netherlands,Bosnia and Herzegovina,29.4,64,M,2,0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,20.0,2.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,12.0,1
Vincenzo Grifo,2020-11-11,International Friendlies,Italy,Estonia,29.4,80,M,2,0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,45.0,1.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,13.0,1
Eden Hazard,2019-10-10,European Championship Qualifiers,Belgium,San Marino,29.32,63,M,0,2,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,0,61.0,6.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,9.0,0
Diogo Jota,2021-03-27,European World Cup Qualifiers,Portugal,Serbia,29.28,85,M,2,0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0,0,0,0,2,19.0,0.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,12.0,1
Antoine Griezmann,2019-06-02,International Friendlies,France,Bolivia,29.24,90,F,1,1,2.0,2.0,8.0,0.0,1.0,0.0,1.0,0,0,0,1,0,32.0,3.0,0.0,0.0,1,2019,6,2,0.0,0.0,0.0,0.0,9.0,1
Gareth Bale,2018-11-16,UEFA Nations League,Wales,Denmark,29.18,90,F,1,0,6.0,4.0,4.0,3.0,1.0,0.0,1.0,0,0,0,0,2,19.0,3.0,0.0,0.0,1,2018,11,16,0.0,0.0,0.0,0.0,6.0,1
Antoine Griezmann,2019-09-10,European Championship Qualifiers,France,Andorra,29.04,90,F,0,1,4.0,2.0,10.0,1.0,0.0,1.0,0.0,0,0,1,1,0,52.0,7.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,3.0,0
Artem Dzyuba,2021-03-27,European World Cup Qualifiers,Russia,Slovenia,29.0,86,F,2,0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,0,0,0,0,1,25.0,1.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,10.0,1
Michy Batshuayi,2020-09-08,UEFA Nations League,Belgium,Iceland,28.86,90,F,2,0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,18.0,1.0,0.0,0.0,1,2020,9,8,0.0,0.0,0.0,0.0,10.0,1
John McGinn,2021-03-31,European World Cup Qualifiers,Scotland,Faroe Islands,28.8,90,M,2,0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0,0,0,1,0,30.0,1.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,13.0,0
Enes Ünal,2019-11-17,European Championship Qualifiers,Turkey,Andorra,28.76,90,F,2,0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0,0,0,1,0,13.0,0.0,0.0,0.0,1,2019,11,17,0.0,0.0,0.0,0.0,10.0,1
Michy Batshuayi,2018-11-15,UEFA Nations League,Belgium,Iceland,28.76,90,F,2,0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,13.0,1.0,0.0,0.0,1,2018,11,15,0.0,0.0,0.0,0.0,10.0,1
Bernardo Silva,2019-09-10,European Championship Qualifiers,Portugal,Lithuania,28.72,89,M,0,2,2.0,1.0,6.0,2.0,2.0,0.0,1.0,0,0,0,0,1,51.0,7.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,8.0,0
Thiago Alcántara,2019-09-08,European Championship Qualifiers,Spain,Faroe Islands,28.66,90,M,0,2,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1,0,0,1,0,88.0,5.0,0.0,0.0,1,2019,9,8,0.0,0.0,0.0,0.0,8.0,0
Vladimír Darida,2019-09-10,European Championship Qualifiers,Czech Republic,Montenegro,28.64,90,M,1,0,7.0,3.0,4.0,2.0,1.0,0.0,1.0,0,0,0,1,0,42.0,3.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,8.0,1
Jesse Lingard,2021-03-25,European World Cup Qualifiers,England,San Marino,28.52,90,M,0,1,10.0,5.0,2.0,0.0,0.0,1.0,1.0,0,0,0,1,0,81.0,3.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,6.0,0
Robert Lewandowski,2019-03-24,European Championship Qualifiers,Poland,Latvia,28.52,90,F,1,0,8.0,2.0,1.0,3.0,2.0,0.0,1.0,0,0,0,1,0,16.0,5.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,6.0,0
Timo Werner,2020-11-14,UEFA Nations League,Germany,Ukraine,28.5,76,F,2,0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,1,15.0,1.0,0.0,0.0,1,2020,11,14,0.0,0.0,0.0,0.0,10.0,1
Eljif Elmas,2019-03-21,European Championship Qualifiers,North Macedonia,Latvia,28.46,67,M,2,0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,1,23.0,1.0,0.0,0.0,0,2019,3,21,0.0,0.0,0.0,0.0,12.0,1
Enis Bardhi,2018-11-19,UEFA Nations League,North Macedonia,Gibraltar,28.42,90,M,1,0,6.0,3.0,5.0,0.0,0.0,2.0,0.0,0,0,0,1,0,96.0,2.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,8.0,0
Mateo Kovacic,2020-11-17,UEFA Nations League,Croatia,Portugal,28.36,89,M,2,0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,3,43.0,0.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,12.0,0
Christian Eriksen,2020-10-11,UEFA Nations League,Denmark,Iceland,28.32,90,M,1,0,3.0,2.0,11.0,0.0,1.0,0.0,0.0,0,0,0,1,0,56.0,5.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,8.0,1
Marek Hamsik,2019-11-19,European Championship Qualifiers,Slovakia,Azerbaijan,28.18,90,M,1,1,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0,0,0,1,0,94.0,4.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,11.0,1
Marek Hamsik,2019-06-11,European Championship Qualifiers,Slovakia,Azerbaijan,28.06,86,M,2,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,103.0,2.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,12.0,1
Georginio Wijnaldum,2021-03-30,European World Cup Qualifiers,Netherlands,Gibraltar,28.02,90,M,1,1,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,0,81.0,1.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,11.0,0
Valentino Lazaro,2019-06-10,European Championship Qualifiers,Austria,North Macedonia,27.92,90,M,1,0,3.0,1.0,9.0,1.0,1.0,2.0,1.0,0,0,0,0,1,31.0,4.0,0.0,0.0,1,2019,6,10,0.0,0.0,0.0,0.0,7.0,0
Juraj Kucka,2019-06-11,European Championship Qualifiers,Slovakia,Azerbaijan,27.9,90,M,1,0,5.0,3.0,1.0,3.0,3.0,2.0,0.0,0,0,0,0,1,85.0,4.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,7.0,0
Marcel Sabitzer,2019-09-06,European Championship Qualifiers,Austria,Latvia,27.82,90,M,1,0,7.0,2.0,7.0,2.0,2.0,0.0,0.0,0,0,0,1,0,46.0,2.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,8.0,0
Mario Gavranovic,2020-10-13,UEFA Nations League,Switzerland,Germany,27.8,75,F,2,0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,3,15.0,1.0,0.0,0.0,1,2020,10,13,0.0,0.0,0.0,0.0,9.0,0
Steven Zuber,2019-03-23,European Championship Qualifiers,Switzerland,Georgia,27.76,90,M,1,0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,0,0,0,1,0,43.0,7.0,0.0,0.0,1,2019,3,23,0.0,0.0,0.0,0.0,8.0,1
Patrik Schick,2019-06-07,European Championship Qualifiers,Czech Republic,Bulgaria,27.74,78,F,2,0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,12.0,0.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,10.0,1
Aleksandar Trajkovski,2021-03-28,European World Cup Qualifiers,North Macedonia,Liechtenstein,27.7,66,F,2,0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,0,25.0,1.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,10.0,1
Vladimír Darida,2021-03-24,European World Cup Qualifiers,Czech Republic,Estonia,27.6,90,M,0,2,2.0,0.0,8.0,1.0,2.0,1.0,5.0,0,0,0,0,2,75.0,3.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,8.0,0
Denis Zakaria,2019-09-08,European Championship Qualifiers,Switzerland,Gibraltar,27.56,90,M,1,0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,0,0,0,1,0,58.0,7.0,0.0,0.0,1,2019,9,8,0.0,0.0,0.0,0.0,8.0,0
Joshua Kimmich,2019-06-11,European Championship Qualifiers,Germany,Estonia,27.56,90,D,0,1,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0,0,0,1,0,148.0,4.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,9.0,0
Mattias Svanberg,2019-11-18,European Championship Qualifiers,Sweden,Faroe Islands,27.56,90,M,1,1,3.0,1.0,6.0,1.0,2.0,1.0,1.0,1,0,0,1,0,68.0,2.0,0.0,0.0,1,2019,11,18,0.0,0.0,0.0,0.0,10.0,1
Sasa Kalajdzic,2021-03-25,European World Cup Qualifiers,Austria,Scotland,27.56,90,F,2,0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,1,0,0,0,2,28.0,1.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,9.0,1
Granit Xhaka,2019-09-08,European Championship Qualifiers,Switzerland,Gibraltar,27.48,74,M,0,1,4.0,1.0,13.0,1.0,3.0,1.0,1.0,0,0,0,1,0,69.0,5.0,0.0,0.0,1,2019,9,8,0.0,0.0,0.0,0.0,6.0,0
Timo Werner,2020-10-13,UEFA Nations League,Germany,Switzerland,27.48,90,F,1,1,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,24.0,3.0,0.0,0.0,1,2020,10,13,0.0,0.0,0.0,0.0,9.0,0
Raheem Sterling,2018-10-15,UEFA Nations League,England,Spain,27.42,90,M,2,0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,2,21.0,1.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,12.0,1
Kamil Jozwiak,2021-03-28,European World Cup Qualifiers,Poland,Andorra,27.4,90,M,0,1,1.0,0.0,16.0,5.0,1.0,1.0,0.0,0,0,0,1,0,35.0,3.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,6.0,0
Memphis Depay,2020-11-15,UEFA Nations League,Netherlands,Bosnia and Herzegovina,27.24,79,F,1,0,4.0,3.0,7.0,4.0,3.0,1.0,0.0,0,0,0,0,1,42.0,1.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,6.0,0
Bruno Petkovic,2019-09-06,European Championship Qualifiers,Croatia,Slovakia,27.18,83,F,1,0,6.0,3.0,1.0,4.0,0.0,1.0,0.0,0,0,0,1,0,24.0,2.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,6.0,0
Jakub Jankto,2019-09-10,European Championship Qualifiers,Czech Republic,Montenegro,27.18,90,M,0,2,1.0,1.0,12.0,1.0,2.0,2.0,0.0,1,0,0,1,0,14.0,4.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,8.0,1
Lorenzo Insigne,2019-06-11,European Championship Qualifiers,Italy,Bosnia and Herzegovina,27.16,90,M,1,1,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,1,38.0,2.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,10.0,1
Cristiano Ronaldo,2020-11-11,International Friendlies,Portugal,Andorra,27.14,45,F,1,1,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22.0,1.0,0.0,0.0,0,2020,11,11,0.0,0.0,0.0,0.0,8.0,0
Marko Arnautovic,2019-03-24,European Championship Qualifiers,Austria,Israel,27.14,90,F,2,0,6.0,3.0,1.0,1.0,5.0,0.0,0.0,1,0,0,0,4,22.0,0.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,9.0,1
Cristiano Ronaldo,2019-10-11,European Championship Qualifiers,Portugal,Luxembourg,27.12,90,F,1,0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,31.0,3.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,6.0,0
Aleksandr Golovin,2019-09-09,European Championship Qualifiers,Russia,Kazakhstan,27.08,90,M,0,1,7.0,1.0,8.0,1.0,0.0,1.0,1.0,0,0,0,1,0,49.0,4.0,0.0,0.0,1,2019,9,9,0.0,0.0,0.0,0.0,6.0,0
Kieffer Moore,2019-11-16,European Championship Qualifiers,Wales,Azerbaijan,27.04,90,F,1,0,10.0,5.0,0.0,1.0,3.0,0.0,0.0,0,0,0,1,0,27.0,2.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,6.0,0
Lukáš Provod,2021-03-27,European World Cup Qualifiers,Czech Republic,Belgium,27.04,89,M,1,0,2.0,1.0,11.0,3.0,1.0,0.0,1.0,0,0,0,0,1,17.0,3.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,7.0,1
Roland Sallai,2021-03-28,European World Cup Qualifiers,Hungary,San Marino,27.02,90,M,1,0,6.0,4.0,7.0,4.0,5.0,0.0,0.0,0,0,1,1,0,31.0,0.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,6.0,0
Kasper Dolberg,2021-03-28,European World Cup Qualifiers,Denmark,Moldova,26.98,90,F,2,0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,0,0,0,1,0,14.0,1.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,10.0,0
Stefano Sensi,2020-09-04,UEFA Nations League,Italy,Bosnia and Herzegovina,26.98,90,M,1,0,2.0,1.0,7.0,1.0,0.0,3.0,3.0,0,0,0,0,1,79.0,2.0,0.0,0.0,1,2020,9,4,0.0,0.0,0.0,0.0,7.0,1
Olivier Giroud,2020-10-07,International Friendlies,France,Ukraine,26.88,73,F,2,0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,19.0,0.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,10.0,1
Dominik Szoboszlai,2020-09-03,UEFA Nations League,Hungary,Turkey,26.84,90,M,1,0,5.0,1.0,7.0,1.0,1.0,1.0,0.0,0,0,0,1,0,22.0,4.0,0.0,0.0,1,2020,9,3,0.0,0.0,0.0,0.0,8.0,1
Ruslan Malinovskiy,2019-09-07,European Championship Qualifiers,Ukraine,Lithuania,26.84,80,M,1,0,6.0,4.0,2.0,3.0,1.0,0.0,1.0,0,0,0,1,0,72.0,1.0,0.0,0.0,1,2019,9,7,0.0,0.0,0.0,0.0,8.0,0
