player_id,club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,url
221958,157,roman-yaremchuk,Roman Yaremchuk,Ukraine,Ukraine,1995-11-27,Attack,Centre-Forward,Both,191,https://www.transfermarkt.co.uk/roman-yaremchuk/profil/spieler/221958
224691,157,alexandre-de-bruyn,Alexandre De Bruyn,,Belgium,1994-06-04,Midfield,Attacking Midfield,Right,177,https://www.transfermarkt.co.uk/alexandre-de-bruyn/profil/spieler/224691
548650,157,osman-bukari,Osman Bukari,Ghana,Ghana,1998-12-13,Attack,Right Winger,Both,170,https://www.transfermarkt.co.uk/osman-bukari/profil/spieler/548650
737533,157,matheo-parmentier,Matheo Parmentier,Belgium,Belgium,2002-10-31,Midfield,Defensive Midfield,Right,186,https://www.transfermarkt.co.uk/matheo-parmentier/profil/spieler/737533
97335,157,igor-plastun,Igor Plastun,UdSSR,Ukraine,1990-08-20,Defender,Centre-Back,Right,193,https://www.transfermarkt.co.uk/igor-plastun/profil/spieler/97335
211845,157,yonas-malede,Yonas Malede,Israel,Israel,1999-11-14,Attack,Second Striker,Right,0,https://www.transfermarkt.co.uk/yonas-malede/profil/spieler/211845
294814,157,anderson-niangbo,Anderson Niangbo,,Cote d'Ivoire,1999-10-06,Attack,Left Winger,Right,172,https://www.transfermarkt.co.uk/anderson-niangbo/profil/spieler/294814
42735,157,sven-kums,Sven Kums,Belgium,Belgium,1988-02-26,Midfield,Central Midfield,Right,176,https://www.transfermarkt.co.uk/sven-kums/profil/spieler/42735
84483,964,aleksandr-erokhin,Aleksandr Erokhin,UdSSR,Russia,1989-10-13,Midfield,Attacking Midfield,Right,195,https://www.transfermarkt.co.uk/aleksandr-erokhin/profil/spieler/84483
16760,964,yuri-zhirkov,Yuri Zhirkov,UdSSR,Russia,1983-08-20,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/yuri-zhirkov/profil/spieler/16760
80197,2410,salomon-rondon,Salomon Rondon,Venezuela,Venezuela,1989-09-16,Attack,Centre-Forward,Right,186,https://www.transfermarkt.co.uk/salomon-rondon/profil/spieler/80197
228660,2698,yuri-dyupin,Yuri Dyupin,UdSSR,Russia,1988-03-17,Goalkeeper,,Both,186,https://www.transfermarkt.co.uk/yuri-dyupin/profil/spieler/228660
416704,2698,soltmurad-bakaev,Soltmurad Bakaev,Russia,Russia,1999-08-05,Attack,Right Winger,Right,178,https://www.transfermarkt.co.uk/soltmurad-bakaev/profil/spieler/416704
379181,41231,kirill-zaika,Kirill Zaika,Russia,Russia,1992-10-07,Defender,Right-Back,Right,168,https://www.transfermarkt.co.uk/kirill-zaika/profil/spieler/379181
193470,520,merveille-goblet,Merveille Goblet,Belgium,Belgium,1994-11-20,Goalkeeper,,Right,180,https://www.transfermarkt.co.uk/merveille-goblet/profil/spieler/193470
285868,3729,nikolay-rasskazov,Nikolay Rasskazov,Russia,Russia,1998-01-04,Defender,Right-Back,Right,180,https://www.transfermarkt.co.uk/nikolay-rasskazov/profil/spieler/285868
585013,11127,ramazan-gadzhimuradov,Ramazan Gadzhimuradov,Russia,Russia,1998-01-09,Attack,Right Winger,Left,178,https://www.transfermarkt.co.uk/ramazan-gadzhimuradov/profil/spieler/585013
699265,1083,danila-sukhomlinov,Danila Sukhomlinov,Russia,Russia,2002-08-31,Midfield,Attacking Midfield,Both,183,https://www.transfermarkt.co.uk/danila-sukhomlinov/profil/spieler/699265
282625,3609,nikolay-kipiani,Nikolay Kipiani,Georgia,Russia,1997-01-25,Attack,Left Winger,Right,178,https://www.transfermarkt.co.uk/nikolay-kipiani/profil/spieler/282625
651139,3609,kirill-dontsov,Kirill Dontsov,Russia,Russia,2001-12-21,Defender,Centre-Back,Right,191,https://www.transfermarkt.co.uk/kirill-dontsov/profil/spieler/651139
61959,3719,andrey-murnin,Andrey Murnin,UdSSR,Russia,1985-05-11,Midfield,Central Midfield,Right,178,https://www.transfermarkt.co.uk/andrey-murnin/profil/spieler/61959
55336,3719,denis-glushakov,Denis Glushakov,UdSSR,Russia,1987-01-27,Midfield,Central Midfield,Right,182,https://www.transfermarkt.co.uk/denis-glushakov/profil/spieler/55336
457743,3719,mohamed-konate,Mohamed Konate,Cote d'Ivoire,Burkina Faso,1997-12-12,Attack,Centre-Forward,Right,190,https://www.transfermarkt.co.uk/mohamed-konate/profil/spieler/457743
296783,232,ezequiel-ponce,Ezequiel Ponce,Argentina,Argentina,1997-03-29,Attack,Centre-Forward,Right,181,https://www.transfermarkt.co.uk/ezequiel-ponce/profil/spieler/296783
333355,157,milad-mohammadi,Milad Mohammadi,Iran,Iran,1993-09-29,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/milad-mohammadi/profil/spieler/333355
419672,232,mikhail-ignatov,Mikhail Ignatov,Russia,Russia,2000-05-04,Midfield,Attacking Midfield,Right,187,https://www.transfermarkt.co.uk/mikhail-ignatov/profil/spieler/419672
185024,232,georgiy-dzhikiya,Georgiy Dzhikiya,Russia,Russia,1993-11-21,Defender,Centre-Back,Left,188,https://www.transfermarkt.co.uk/georgiy-dzhikiya/profil/spieler/185024
464259,232,aleksandr-sobolev,Aleksandr Sobolev,Russia,Russia,1997-03-07,Attack,Centre-Forward,Right,191,https://www.transfermarkt.co.uk/aleksandr-sobolev/profil/spieler/464259
279242,232,zelimkhan-bakaev,Zelimkhan Bakaev,Russia,Russia,1996-07-01,Midfield,Attacking Midfield,Left,180,https://www.transfermarkt.co.uk/zelimkhan-bakaev/profil/spieler/279242
455014,11127,chingiz-magomadov,Chingiz Magomadov,Russia,Russia,1998-08-01,Midfield,Defensive Midfield,Right,174,https://www.transfermarkt.co.uk/chingiz-magomadov/profil/spieler/455014
462988,121,danil-lipovoy,Danil Lipovoy,Russia,Russia,1999-09-22,Midfield,Left Midfield,Left,177,https://www.transfermarkt.co.uk/danil-lipovoy/profil/spieler/462988
396273,121,sergey-slepov,Sergey Slepov,Russia,Russia,1999-05-19,Defender,Right-Back,Right,168,https://www.transfermarkt.co.uk/sergey-slepov/profil/spieler/396273
236202,16704,wanderson,Wanderson,Bundesstaat Maranhão,Brazil,1994-10-07,Attack,Right Winger,Right,175,https://www.transfermarkt.co.uk/wanderson/profil/spieler/236202
113707,16704,remy-cabella,Remy Cabella,France,France,1990-03-08,Midfield,Attacking Midfield,Right,171,https://www.transfermarkt.co.uk/remy-cabella/profil/spieler/113707
287183,2410,fedor-chalov,Fedor Chalov,Russia,Russia,1998-04-10,Attack,Centre-Forward,Right,180,https://www.transfermarkt.co.uk/fedor-chalov/profil/spieler/287183
182381,232,quincy-promes,Quincy Promes,Netherlands,Netherlands,1992-01-04,Attack,Left Winger,Right,174,https://www.transfermarkt.co.uk/quincy-promes/profil/spieler/182381
515744,16704,eduard-spertsyan,Eduard Spertsyan,Russia,Armenia,2000-06-07,Midfield,Attacking Midfield,Right,178,https://www.transfermarkt.co.uk/eduard-spertsyan/profil/spieler/515744
182581,16704,tonny-vilhena,Tonny Vilhena,Netherlands,Netherlands,1995-01-03,Midfield,Central Midfield,Left,175,https://www.transfermarkt.co.uk/tonny-vilhena/profil/spieler/182581
55356,16704,aleksey-ionov,Aleksey Ionov,UdSSR,Russia,1989-02-18,Attack,Right Winger,Right,177,https://www.transfermarkt.co.uk/aleksey-ionov/profil/spieler/55356
234868,3609,kamil-mullin,Kamil Mullin,Russia,Russia,1994-01-05,Attack,Centre-Forward,Right,178,https://www.transfermarkt.co.uk/kamil-mullin/profil/spieler/234868
520073,232,ruslan-litvinov,Ruslan Litvinov,Russia,Russia,2001-08-18,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/ruslan-litvinov/profil/spieler/520073
316934,121,nikola-moro,Nikola Moro,,Croatia,1998-03-12,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/nikola-moro/profil/spieler/316934
118044,3609,ivan-maevskiy,Ivan Maevskiy,DDR,Belarus,1988-05-05,Midfield,Defensive Midfield,Right,190,https://www.transfermarkt.co.uk/ivan-maevskiy/profil/spieler/118044
159957,16704,yuri-gazinskiy,Yuri Gazinskiy,UdSSR,Russia,1989-07-20,Midfield,Central Midfield,Right,184,https://www.transfermarkt.co.uk/yuri-gazinskiy/profil/spieler/159957
102581,16704,sergey-petrov,Sergey Petrov,UdSSR,Russia,1991-01-02,Defender,Right-Back,Right,175,https://www.transfermarkt.co.uk/sergey-petrov/profil/spieler/102581
58568,16704,ruslan-kambolov,Ruslan Kambolov,UdSSR,Russia,1990-01-01,Midfield,Defensive Midfield,Right,180,https://www.transfermarkt.co.uk/ruslan-kambolov/profil/spieler/58568
617520,16704,stanislav-agkatsev,Stanislav Agkatsev,Russia,Russia,2002-01-09,Goalkeeper,,Right,188,https://www.transfermarkt.co.uk/stanislav-agkatsev/profil/spieler/617520
46635,16704,igor-smolnikov,Igor Smolnikov,UdSSR,Russia,1988-08-08,Defender,Right-Back,Right,178,https://www.transfermarkt.co.uk/igor-smolnikov/profil/spieler/46635
193592,16704,kristoffer-olsson,Kristoffer Olsson,Ostergotland,Sweden,1995-06-30,Midfield,Central Midfield,Right,178,https://www.transfermarkt.co.uk/kristoffer-olsson/profil/spieler/193592
124700,16704,dmitri-stotskiy,Dmitri Stotskiy,UdSSR,Russia,1989-12-01,Defender,Right-Back,Right,171,https://www.transfermarkt.co.uk/dmitri-stotskiy/profil/spieler/124700
187024,16704,evgeniy-chernov,Evgeniy Chernov,Russia,Russia,1992-10-23,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/evgeniy-chernov/profil/spieler/187024
288721,16704,egor-sorokin,Egor Sorokin,Russia,Russia,1995-11-04,Defender,Centre-Back,Left,189,https://www.transfermarkt.co.uk/egor-sorokin/profil/spieler/288721
38681,16704,evgeniy-gorodov,Evgeniy Gorodov,UdSSR,Russia,1985-12-13,Goalkeeper,,Right,189,https://www.transfermarkt.co.uk/evgeniy-gorodov/profil/spieler/38681
59352,16704,aleksandr-martynovich,Aleksandr Martynovich,UdSSR,Belarus,1987-08-26,Defender,Centre-Back,Right,192,https://www.transfermarkt.co.uk/aleksandr-martynovich/profil/spieler/59352
523363,16704,kaio,Kaio,Brazil,Brazil,1995-09-18,Defender,Centre-Back,Right,183,https://www.transfermarkt.co.uk/kaio/profil/spieler/523363
335725,16704,shapi-suleymanov,Shapi Suleymanov,Russia,Russia,1999-12-16,Attack,Right Winger,Left,171,https://www.transfermarkt.co.uk/shapi-suleymanov/profil/spieler/335725
146918,16704,egor-baburin,Egor Baburin,Ukraine,Russia,1993-08-09,Goalkeeper,,Right,191,https://www.transfermarkt.co.uk/egor-baburin/profil/spieler/146918
189485,16704,cristian-ramirez,Cristian Ramirez,Ecuador,Ecuador,1994-08-12,Defender,Left-Back,Left,174,https://www.transfermarkt.co.uk/cristian-ramirez/profil/spieler/189485
318470,16704,matvey-safonov,Matvey Safonov,Russia,Russia,1999-02-25,Goalkeeper,,Right,192,https://www.transfermarkt.co.uk/matvey-safonov/profil/spieler/318470
38539,16704,aritm,Aritm,Brazil,Russia,1985-12-11,Attack,Centre-Forward,Both,180,https://www.transfermarkt.co.uk/aritm/profil/spieler/38539
320748,121,sebastian-szymanski,Sebastian Szymanski,Poland,Poland,1999-05-10,Midfield,Attacking Midfield,Left,174,https://www.transfermarkt.co.uk/sebastian-szymanski/profil/spieler/320748
30418,16704,marcus-berg,Marcus Berg,Sweden,Sweden,1986-08-17,Attack,Centre-Forward,Right,184,https://www.transfermarkt.co.uk/marcus-berg/profil/spieler/30418
168527,121,igor-leshchuk,Igor Leshchuk,Russia,Russia,1996-02-20,Goalkeeper,,Left,188,https://www.transfermarkt.co.uk/igor-leshchuk/profil/spieler/168527
638365,121,ivan-budachev,Ivan Budachev,Russia,Russia,2001-07-20,Goalkeeper,,Right,193,https://www.transfermarkt.co.uk/ivan-budachev/profil/spieler/638365
118850,121,ivan-ordets,Ivan Ordets,Ukraine,Ukraine,1992-07-08,Defender,Centre-Back,Right,194,https://www.transfermarkt.co.uk/ivan-ordets/profil/spieler/118850
365261,121,vyacheslav-grulev,Vyacheslav Grulev,Russia,Russia,1999-03-23,Attack,Centre-Forward,Left,188,https://www.transfermarkt.co.uk/vyacheslav-grulev/profil/spieler/365261
102043,121,slytm,Slytm,Nigeria,Nigeria,1990-09-08,Attack,Centre-Forward,Right,173,https://www.transfermarkt.co.uk/slytm/profil/spieler/102043
375667,16704,daniil-utkin,Daniil Utkin,Russia,Russia,1999-10-12,Midfield,Central Midfield,Left,183,https://www.transfermarkt.co.uk/daniil-utkin/profil/spieler/375667
40478,121,roman-neustadter,Roman Neustadter,UdSSR,Russia,1988-02-18,Midfield,Defensive Midfield,Right,188,https://www.transfermarkt.co.uk/roman-neustadter/profil/spieler/40478
260655,121,eduard-lowen,Eduard Lowen,Germany,Germany,1997-01-28,Midfield,Central Midfield,Right,188,https://www.transfermarkt.co.uk/eduard-lowen/profil/spieler/260655
402604,121,vladimir-moskvichev,Vladimir Moskvichev,Russia,Russia,2000-03-02,Midfield,Defensive Midfield,Right,178,https://www.transfermarkt.co.uk/vladimir-moskvichev/profil/spieler/402604
188862,121,guillermo-varela,Guillermo Varela,Uruguay,Uruguay,1993-03-24,Defender,Right-Back,Right,173,https://www.transfermarkt.co.uk/guillermo-varela/profil/spieler/188862
400713,121,daniil-fomin,Daniil Fomin,Russia,Russia,1997-03-02,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/daniil-fomin/profil/spieler/400713
37549,121,anton-shunin,Anton Shunin,UdSSR,Russia,1987-01-27,Goalkeeper,,Left,191,https://www.transfermarkt.co.uk/anton-shunin/profil/spieler/37549
687617,121,aleksandr-kutitskiy,Aleksandr Kutitskiy,Russia,Russia,2002-01-01,Defender,Centre-Back,Right,183,https://www.transfermarkt.co.uk/aleksandr-kutitskiy/profil/spieler/687617
116598,16704,viktor-claesson,Viktor Claesson,Sweden,Sweden,1992-01-02,Attack,Left Winger,Right,183,https://www.transfermarkt.co.uk/viktor-claesson/profil/spieler/116598
315252,121,daniil-lesovoy,Daniil Lesovoy,Russia,Russia,1998-01-12,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/daniil-lesovoy/profil/spieler/315252
52477,121,sergey-parshivlyuk,Sergey Parshivlyuk,UdSSR,Russia,1989-03-18,Defender,Right-Back,Right,180,https://www.transfermarkt.co.uk/sergey-parshivlyuk/profil/spieler/52477
451252,121,igor-shkolik,Igor Shkolik,Russia,Russia,2001-01-09,Midfield,Central Midfield,Right,178,https://www.transfermarkt.co.uk/igor-shkolik/profil/spieler/451252
532676,121,konstantin-tyukavin,Konstantin Tyukavin,Russia,Russia,2002-06-22,Attack,Centre-Forward,Right,180,https://www.transfermarkt.co.uk/konstantin-tyukavin/profil/spieler/532676
241119,121,clinton-njie,Clinton Njie,Cameroon,Cameroon,1993-08-15,Attack,Right Winger,Right,175,https://www.transfermarkt.co.uk/clinton-njie/profil/spieler/241119
300538,121,nikolay-komlichenko,Nikolay Komlichenko,Russia,Russia,1995-06-29,Attack,Centre-Forward,Right,193,https://www.transfermarkt.co.uk/nikolay-komlichenko/profil/spieler/300538
276896,232,samuel-gigot,Samuel Gigot,France,France,1993-10-12,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/samuel-gigot/profil/spieler/276896
351419,232,aleksandr-maksimenko,Aleksandr Maksimenko,Russia,Russia,1998-03-19,Goalkeeper,,Left,187,https://www.transfermarkt.co.uk/aleksandr-maksimenko/profil/spieler/351419
166737,16704,evgeniy-markov,Evgeniy Markov,Russia,Russia,1994-07-07,Attack,Centre-Forward,Right,187,https://www.transfermarkt.co.uk/evgeniy-markov/profil/spieler/166737
166277,232,roman-zobnin,Roman Zobnin,Russia,Russia,1994-02-11,Midfield,Central Midfield,Right,182,https://www.transfermarkt.co.uk/roman-zobnin/profil/spieler/166277
129096,232,ilya-kutepov,Ilya Kutepov,Russia,Russia,1993-07-29,Defender,Centre-Back,Right,192,https://www.transfermarkt.co.uk/ilya-kutepov/profil/spieler/129096
381833,232,nail-umyarov,Nail Umyarov,Russia,Russia,2000-06-27,Midfield,Defensive Midfield,Right,182,https://www.transfermarkt.co.uk/nail-umyarov/profil/spieler/381833
424121,232,pavel-maslov,Pavel Maslov,Russia,Russia,2000-04-14,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/pavel-maslov/profil/spieler/424121
555143,121,arsen-zakharyan,Arsen Zakharyan,Russia,Russia,2003-05-26,Midfield,Central Midfield,Right,180,https://www.transfermarkt.co.uk/arsen-zakharyan/profil/spieler/555143
121958,121,zaurbek-pliev,Zaurbek Pliev,UdSSR,Russia,1991-09-27,Defender,Left-Back,Left,188,https://www.transfermarkt.co.uk/zaurbek-pliev/profil/spieler/121958
265153,232,aleksandr-selikhov,Aleksandr Selikhov,Russia,Russia,1994-04-07,Goalkeeper,,Right,190,https://www.transfermarkt.co.uk/aleksandr-selikhov/profil/spieler/265153
260301,232,aleksandr-tashaev,Aleksandr Tashaev,Russia,Russia,1994-06-23,Attack,Right Winger,Right,179,https://www.transfermarkt.co.uk/aleksandr-tashaev/profil/spieler/260301
362844,232,pedro-rocha,Pedro Rocha,Espírito Santo,Brazil,1994-10-01,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/pedro-rocha/profil/spieler/362844
59866,232,victor-moses,Victor Moses,Nigeria,Nigeria,1990-12-12,Midfield,Right Midfield,Right,177,https://www.transfermarkt.co.uk/victor-moses/profil/spieler/59866
337333,232,alex-kral,Alex Kral,Slovakia,Czech Republic,1998-05-19,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/alex-kral/profil/spieler/337333
430489,232,dmitri-markitesov,Dmitri Markitesov,Russia,Russia,2001-03-22,Attack,Left Winger,Right,178,https://www.transfermarkt.co.uk/dmitri-markitesov/profil/spieler/430489
15680,232,artem-rebrov,Artem Rebrov,UdSSR,Russia,1984-03-04,Goalkeeper,,Right,194,https://www.transfermarkt.co.uk/artem-rebrov/profil/spieler/15680
205004,232,jorrit-hendrix,Jorrit Hendrix,Netherlands,Netherlands,1995-02-06,Midfield,Defensive Midfield,Left,181,https://www.transfermarkt.co.uk/jorrit-hendrix/profil/spieler/205004
260672,232,ayaz-guliev,Ayaz Guliev,Russia,Russia,1996-11-27,Midfield,Central Midfield,Right,172,https://www.transfermarkt.co.uk/ayaz-guliev/profil/spieler/260672
349585,232,ayrton-lucas,Ayrton Lucas,Rio Grande do Norte,Brazil,1997-06-19,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/ayrton-lucas/profil/spieler/349585
57402,121,charles-kabore,Charles Kabore,Burkina Faso,Burkina Faso,1988-02-09,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/charles-kabore/profil/spieler/57402
445784,3719,mikhail-tikhonov,Mikhail Tikhonov,Russia,Russia,1998-07-17,Midfield,Right Midfield,Right,176,https://www.transfermarkt.co.uk/mikhail-tikhonov/profil/spieler/445784
88615,3719,arseni-logashov,Arseni Logashov,UdSSR,Russia,1991-08-20,Defender,Right-Back,Right,183,https://www.transfermarkt.co.uk/arseni-logashov/profil/spieler/88615
422838,121,roman-evgenjev,Roman Evgenjev,Russia,Russia,1999-02-23,Defender,Centre-Back,Right,193,https://www.transfermarkt.co.uk/roman-evgenjev/profil/spieler/422838
27017,3719,dmitri-khomich,Dmitri Khomich,Vladikavkaz,Russia,1984-10-04,Goalkeeper,,Right,190,https://www.transfermarkt.co.uk/dmitri-khomich/profil/spieler/27017
281917,121,dmitri-skopintsev,Dmitri Skopintsev,Russia,Russia,1997-03-02,Defender,Left-Back,Left,177,https://www.transfermarkt.co.uk/dmitri-skopintsev/profil/spieler/281917
515506,3719,aleksandr-dolgov,Aleksandr Dolgov,Russia,Russia,1998-09-24,Attack,Centre-Forward,Right,184,https://www.transfermarkt.co.uk/aleksandr-dolgov/profil/spieler/515506
605534,3719,kirill-bozhenov,Kirill Bozhenov,Russia,Russia,2000-12-07,Defender,Right-Back,Right,174,https://www.transfermarkt.co.uk/kirill-bozhenov/profil/spieler/605534
282364,3719,ilya-kamyshev,Ilya Kamyshev,Russia,Russia,1997-07-13,Midfield,Defensive Midfield,Right,180,https://www.transfermarkt.co.uk/ilya-kamyshev/profil/spieler/282364
301037,3719,aleksandr-filin,Aleksandr Filin,Ukraine,Russia,1996-06-25,Defender,Centre-Back,Left,185,https://www.transfermarkt.co.uk/aleksandr-filin/profil/spieler/301037
332554,3719,senin-sebai,Senin Sebai,Cote d'Ivoire,Cote d'Ivoire,1993-12-18,Attack,Centre-Forward,Right,182,https://www.transfermarkt.co.uk/senin-sebai/profil/spieler/332554
448981,3719,maksim-glushenkov,Maksim Glushenkov,Russia,Russia,1999-07-28,Attack,Right Winger,Left,179,https://www.transfermarkt.co.uk/maksim-glushenkov/profil/spieler/448981
232093,3719,reziuan-mirzov,Reziuan Mirzov,Russia,Russia,1993-06-22,Attack,Left Winger,Right,179,https://www.transfermarkt.co.uk/reziuan-mirzov/profil/spieler/232093
260229,3719,egor-danilkin,Egor Danilkin,Russia,Russia,1995-08-01,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/egor-danilkin/profil/spieler/260229
56637,3719,vladimir-dyadyun,Vladimir Dyadyun,UdSSR,Russia,1988-07-12,Attack,Centre-Forward,Right,183,https://www.transfermarkt.co.uk/vladimir-dyadyun/profil/spieler/56637
270905,3719,filip-dagerstal,Filip Dagerstal,Sweden,Sweden,1997-02-01,Defender,Centre-Back,,189,https://www.transfermarkt.co.uk/filip-dagerstal/profil/spieler/270905
178957,3719,bryan-idowu,Bryan Idowu,Russia,Nigeria,1992-05-18,Defender,Left-Back,Right,179,https://www.transfermarkt.co.uk/bryan-idowu/profil/spieler/178957
308541,3719,aleksandr-troshechkin,Aleksandr Troshechkin,Russia,Russia,1996-04-23,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/aleksandr-troshechkin/profil/spieler/308541
104700,3719,ilya-kukharchuk,Ilya Kukharchuk,UdSSR,Russia,1990-08-02,Attack,Right Winger,Right,185,https://www.transfermarkt.co.uk/ilya-kukharchuk/profil/spieler/104700
230946,3719,ilya-lantratov,Ilya Lantratov,Russia,Russia,1995-11-11,Goalkeeper,,Right,194,https://www.transfermarkt.co.uk/ilya-lantratov/profil/spieler/230946
687059,3719,danil-kazantsev,Danil Kazantsev,Russia,Russia,2001-01-05,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/danil-kazantsev/profil/spieler/687059
104503,3719,egor-generalov,Egor Generalov,Belarus,Russia,1993-01-24,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/egor-generalov/profil/spieler/104503
489815,3719,kamran-aliev,Kamran Aliev,Azerbaijan,Russia,1998-10-15,Attack,Second Striker,Right,178,https://www.transfermarkt.co.uk/kamran-aliev/profil/spieler/489815
292717,3609,giorgi-arabidze,Giorgi Arabidze,Georgia,Georgia,1998-03-04,Attack,Right Winger,Left,173,https://www.transfermarkt.co.uk/giorgi-arabidze/profil/spieler/292717
55295,3609,azat-bairyev,Azat Bairyev,UdSSR,Russia,1989-02-17,Defender,Centre-Back,Right,191,https://www.transfermarkt.co.uk/azat-bairyev/profil/spieler/55295
308552,232,jordan-larsson,Jordan Larsson,Netherlands,Sweden,1997-06-20,Attack,Centre-Forward,Left,175,https://www.transfermarkt.co.uk/jordan-larsson/profil/spieler/308552
176618,3719,pavel-mogilevets,Pavel Mogilevets,Russia,Russia,1993-01-25,Midfield,Central Midfield,Right,183,https://www.transfermarkt.co.uk/pavel-mogilevets/profil/spieler/176618
308256,3609,andres-ponce,Andres Ponce,Estado de Zulia,Venezuela,1996-11-11,Attack,Centre-Forward,Right,182,https://www.transfermarkt.co.uk/andres-ponce/profil/spieler/308256
221119,3609,cedric-gogoua,Cedric Gogoua,Cote d'Ivoire,Cote d'Ivoire,1994-07-10,Defender,Centre-Back,Right,190,https://www.transfermarkt.co.uk/cedric-gogoua/profil/spieler/221119
48987,232,andrey-eshchenko,Andrey Eshchenko,UdSSR,Russia,1984-02-09,Defender,Right-Back,Right,176,https://www.transfermarkt.co.uk/andrey-eshchenko/profil/spieler/48987
198773,3609,aleksey-shchetkin,Aleksey Shchetkin,UdSSR,Kazakhstan,1991-05-21,Attack,Centre-Forward,Right,193,https://www.transfermarkt.co.uk/aleksey-shchetkin/profil/spieler/198773
443778,3609,ilya-zhigulev,Ilya Zhigulev,Russia,Russia,1996-02-01,Midfield,Central Midfield,Right,172,https://www.transfermarkt.co.uk/ilya-zhigulev/profil/spieler/443778
395654,232,ilya-gaponov,Ilya Gaponov,Russia,Russia,1997-10-25,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/ilya-gaponov/profil/spieler/395654
515074,3609,nikita-repin,Nikita Repin,Russia,Russia,1999-07-28,Goalkeeper,,Right,192,https://www.transfermarkt.co.uk/nikita-repin/profil/spieler/515074
267356,3609,sergey-makarov,Sergey Makarov,Russia,Russia,1996-10-03,Midfield,Defensive Midfield,Right,173,https://www.transfermarkt.co.uk/sergey-makarov/profil/spieler/267356
343773,3609,oleg-kozhemyakin,Oleg Kozhemyakin,Ukraine,Russia,1995-05-30,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/oleg-kozhemyakin/profil/spieler/343773
188650,3719,dmitri-tikhiy,Dmitri Tikhiy,Russia,Russia,1992-10-29,Defender,Centre-Back,Right,186,https://www.transfermarkt.co.uk/dmitri-tikhiy/profil/spieler/188650
240941,3609,josip-condric,Josip Condric,Croatia,Croatia,1993-08-27,Goalkeeper,,Right,195,https://www.transfermarkt.co.uk/josip-condric/profil/spieler/240941
157391,3609,solomon-kvirkvelia,Solomon Kvirkvelia,Georgia,Georgia,1992-02-06,Defender,Centre-Back,Right,196,https://www.transfermarkt.co.uk/solomon-kvirkvelia/profil/spieler/157391
117989,3609,dmitri-shomko,Dmitri Shomko,UdSSR,Kazakhstan,1990-03-19,Defender,Left-Back,Left,187,https://www.transfermarkt.co.uk/dmitri-shomko/profil/spieler/117989
465858,3609,flamarion-junior,Flamarion Junior,,Brazil,1996-07-30,Attack,Second Striker,Both,171,https://www.transfermarkt.co.uk/flamarion-junior/profil/spieler/465858
525477,3609,vladimir-medved,Vladimir Medved,Belarus,Belarus,1999-11-04,Midfield,Left Midfield,Right,180,https://www.transfermarkt.co.uk/vladimir-medved/profil/spieler/525477
282644,3609,sergey-serchenkov,Sergey Serchenkov,Russia,Russia,1997-01-01,Attack,Right Winger,Both,179,https://www.transfermarkt.co.uk/sergey-serchenkov/profil/spieler/282644
78716,3609,oleg-aleynik,Oleg Aleynik,UdSSR,Russia,1989-02-08,Midfield,Central Midfield,Right,181,https://www.transfermarkt.co.uk/oleg-aleynik/profil/spieler/78716
456182,3609,danil-stepanov,Danil Stepanov,Russia,Russia,2000-01-25,Defender,Left-Back,Left,172,https://www.transfermarkt.co.uk/danil-stepanov/profil/spieler/456182
103950,11127,roman-emeljanov,Roman Emeljanov,Russia,Russia,1992-05-08,Midfield,Defensive Midfield,Both,187,https://www.transfermarkt.co.uk/roman-emeljanov/profil/spieler/103950
267396,11127,igor-kalinin,Igor Kalinin,Ukraine,Russia,1995-11-11,Defender,Left-Back,Left,185,https://www.transfermarkt.co.uk/igor-kalinin/profil/spieler/267396
398721,11127,islamzhan-nasyrov,Islamzhan Nasyrov,Russia,Russia,1998-04-08,Defender,Left-Back,Right,179,https://www.transfermarkt.co.uk/islamzhan-nasyrov/profil/spieler/398721
235344,3609,igor-obukhov,Igor Obukhov,Russia,Russia,1996-05-29,Goalkeeper,,Right,195,https://www.transfermarkt.co.uk/igor-obukhov/profil/spieler/235344
