player_id,club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,url
680218,3057,matthieu-epolo,Matthieu Epolo,,Belgium,2005-01-15,Goalkeeper,,Right,0,https://www.transfermarkt.co.uk/matthieu-epolo/profil/spieler/680218
468249,520,vitinho,Vitinho,Brazil,Brazil,1999-07-23,Defender,Right-Back,Right,175,https://www.transfermarkt.co.uk/vitinho/profil/spieler/468249
469718,1184,gerardo-arteaga,Gerardo Arteaga,Mexico,Mexico,1998-09-07,Defender,Left-Back,Left,174,https://www.transfermarkt.co.uk/gerardo-arteaga/profil/spieler/469718
339943,520,ike-ugbo,Ike Ugbo,Lewisham,England,1998-09-21,Attack,Centre-Forward,Right,186,https://www.transfermarkt.co.uk/ike-ugbo/profil/spieler/339943
482072,520,kevin-denkey,Kevin Denkey,Togo,Togo,2000-11-30,Attack,Centre-Forward,Right,181,https://www.transfermarkt.co.uk/kevin-denkey/profil/spieler/482072
258039,1096,aurelio-buta,Aurelio Buta,,Portugal,1997-02-10,Defender,Right-Back,Right,172,https://www.transfermarkt.co.uk/aurelio-buta/profil/spieler/258039
503881,354,aster-vranckx,Aster Vranckx,Belgium,Belgium,2002-10-04,Midfield,Central Midfield,Right,183,https://www.transfermarkt.co.uk/aster-vranckx/profil/spieler/503881
540990,475,jhonny-lucas,Jhonny Lucas,Paranaense,Brazil,2000-02-21,Midfield,Central Midfield,Right,170,https://www.transfermarkt.co.uk/jhonny-lucas/profil/spieler/540990
293281,58,jacob-bruun-larsen,Jacob Bruun Larsen,Denmark,Denmark,1998-09-19,Attack,Left Winger,Right,183,https://www.transfermarkt.co.uk/jacob-bruun-larsen/profil/spieler/293281
151567,3508,erdin-demir,Erdin Demir,Sweden,Sweden,1990-03-27,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/erdin-demir/profil/spieler/151567
364370,475,mory-konate,Mory Konate,Guinea,Guinea,1993-11-15,Midfield,Defensive Midfield,Both,191,https://www.transfermarkt.co.uk/mory-konate/profil/spieler/364370
31131,601,timothy-derijck,Timothy Derijck,Belgium,Belgium,1987-05-25,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/timothy-derijck/profil/spieler/31131
64246,354,yannick-thoelen,Yannick Thoelen,Belgium,Belgium,1990-07-18,Goalkeeper,,,188,https://www.transfermarkt.co.uk/yannick-thoelen/profil/spieler/64246
129592,601,julien-de-sart,Julien De Sart,Borgworm(nl.),Belgium,1994-12-23,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/julien-de-sart/profil/spieler/129592
825139,601,yani-van-den-bossche,Yani Van Den Bossche,,Belgium,2001-06-01,Attack,Right Winger,Right,0,https://www.transfermarkt.co.uk/yani-van-den-bossche/profil/spieler/825139
145840,601,trent-sainsbury,Trent Sainsbury,Australia,Australia,1992-01-05,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/trent-sainsbury/profil/spieler/145840
339501,601,aleksandar-radovanovic,Aleksandar Radovanovic,Serbia and Montenegro,Serbia,1993-11-11,Defender,Centre-Back,Left,189,https://www.transfermarkt.co.uk/aleksandar-radovanovic/profil/spieler/339501
158799,475,daniel-schmidt,Daniel Schmidt,United States,Japan,1992-02-03,Goalkeeper,,Right,197,https://www.transfermarkt.co.uk/daniel-schmidt/profil/spieler/158799
226288,601,lucas-rougeaux,Lucas Rougeaux,France,France,1994-03-10,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/lucas-rougeaux/profil/spieler/226288
740615,1245,isaac-nuhu,Isaac Nuhu,,Ghana,2001-09-30,Midfield,Attacking Midfield,Right,0,https://www.transfermarkt.co.uk/isaac-nuhu/profil/spieler/740615
328264,1245,smail-prevljak,Smail Prevljak,Bosnia-Herzegovina,Bosnia-Herzegovina,1995-05-10,Attack,Centre-Forward,Right,187,https://www.transfermarkt.co.uk/smail-prevljak/profil/spieler/328264
511802,1245,rocky-bushiri,Rocky Bushiri,,Belgium,1999-11-30,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/rocky-bushiri/profil/spieler/511802
80188,1245,benoit-poulain,Benoit Poulain,France,France,1987-07-27,Defender,Centre-Back,Right,189,https://www.transfermarkt.co.uk/benoit-poulain/profil/spieler/80188
371003,601,ante-palaversa,Ante Palaversa,Croatia,Croatia,2000-04-06,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/ante-palaversa/profil/spieler/371003
34495,1245,adriano,Adriano,Brazil,Brazil,1984-10-26,Defender,Left-Back,Both,172,https://www.transfermarkt.co.uk/adriano/profil/spieler/34495
147043,28643,michael-frey,Michael Frey,Switzerland,Switzerland,1994-07-19,Attack,Centre-Forward,Right,190,https://www.transfermarkt.co.uk/michael-frey/profil/spieler/147043
59791,475,jorge-teixeira,Jorge Teixeira,Portugal,Portugal,1986-08-27,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/jorge-teixeira/profil/spieler/59791
446247,28643,jeremy-cijntje,Jeremy Cijntje,Netherlands,Curacao,1998-01-08,Attack,Left Winger,Right,183,https://www.transfermarkt.co.uk/jeremy-cijntje/profil/spieler/446247
396841,28643,louis-verstraete,Louis Verstraete,,Belgium,1999-05-04,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/louis-verstraete/profil/spieler/396841
585711,1245,boris-lambert,Boris Lambert,,Belgium,2000-04-10,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/boris-lambert/profil/spieler/585711
250543,28643,nordin-jackers,Nordin Jackers,Belgium,Belgium,1997-09-05,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/nordin-jackers/profil/spieler/250543
250574,28643,jur-schryvers,Jur Schryvers,,Belgium,1997-03-11,Defender,Right-Back,Right,181,https://www.transfermarkt.co.uk/jur-schryvers/profil/spieler/250574
85289,1245,jordi-amat,Jordi Amat,Spain,Spain,1992-03-21,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/jordi-amat/profil/spieler/85289
194975,28643,leonardo-bertone,Leonardo Bertone,Switzerland,Switzerland,1994-03-14,Midfield,Central Midfield,Right,179,https://www.transfermarkt.co.uk/leonardo-bertone/profil/spieler/194975
369159,28643,brendan-schoonbaert,Brendan Schoonbaert,,Belgium,2000-05-09,Defender,Centre-Back,Right,0,https://www.transfermarkt.co.uk/brendan-schoonbaert/profil/spieler/369159
338665,28643,brent-gabriel,Brent Gabriel,Belgium,Belgium,1999-01-27,Goalkeeper,,,190,https://www.transfermarkt.co.uk/brent-gabriel/profil/spieler/338665
418173,28643,djihad-bizimana,Djihad Bizimana,Rwanda,Rwanda,1996-12-12,Midfield,Defensive Midfield,Right,180,https://www.transfermarkt.co.uk/djihad-bizimana/profil/spieler/418173
401938,28643,amine-khammas,Amine Khammas,Belgium,Morocco,1999-04-06,Defender,Left-Back,Left,172,https://www.transfermarkt.co.uk/amine-khammas/profil/spieler/401938
184917,28643,serge-leuko,Serge Leuko,Cameroon,Cameroon,1993-08-04,Defender,Right-Back,Both,174,https://www.transfermarkt.co.uk/serge-leuko/profil/spieler/184917
526469,28643,jenthe-mertens,Jenthe Mertens,Belgium,Belgium,1999-10-18,Defender,Right-Back,Right,181,https://www.transfermarkt.co.uk/jenthe-mertens/profil/spieler/526469
407347,28643,alessandro-albanese,Alessandro Albanese,Belgium,Belgium,2000-01-12,Attack,Left Winger,Right,174,https://www.transfermarkt.co.uk/alessandro-albanese/profil/spieler/407347
39083,28643,felix-bastians,Felix Bastians,Germany,Germany,1988-05-09,Defender,Centre-Back,Left,188,https://www.transfermarkt.co.uk/felix-bastians/profil/spieler/39083
358042,28643,tom-reyners,Tom Reyners,,Belgium,2000-04-20,Attack,Left Winger,Right,0,https://www.transfermarkt.co.uk/tom-reyners/profil/spieler/358042
422377,28643,aboubakary-koita,Aboubakary Koita,Belgium,Belgium,1998-09-20,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/aboubakary-koita/profil/spieler/422377
358907,28643,din-sula,Din Sula,Belgium,Albania,1998-03-02,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/din-sula/profil/spieler/358907
601556,28643,bill-lathouwers,Bill Lathouwers,Belgium,Belgium,1999-09-18,Goalkeeper,,Right,192,https://www.transfermarkt.co.uk/bill-lathouwers/profil/spieler/601556
346499,28643,danel-sinani,Danel Sinani,Yugoslavia (Republic),Luxembourg,1997-04-05,Attack,Left Winger,Left,185,https://www.transfermarkt.co.uk/danel-sinani/profil/spieler/346499
180167,28643,sivert-heltne-nilsen,Sivert Heltne Nilsen,Norway,Norway,1991-10-02,Midfield,Defensive Midfield,Right,184,https://www.transfermarkt.co.uk/sivert-heltne-nilsen/profil/spieler/180167
537467,28643,joseph-efford,Joseph Efford,United States,United States,1996-08-29,Attack,Centre-Forward,Right,176,https://www.transfermarkt.co.uk/joseph-efford/profil/spieler/537467
45698,28643,andreas-wiegel,Andreas Wiegel,Germany,Germany,1991-07-21,Defender,Right-Back,Right,179,https://www.transfermarkt.co.uk/andreas-wiegel/profil/spieler/45698
446491,28643,daan-heymans,Daan Heymans,Belgium,Belgium,1999-06-15,Midfield,Attacking Midfield,Right,193,https://www.transfermarkt.co.uk/daan-heymans/profil/spieler/446491
214300,28643,miguel-vieira,Miguel Vieira,Portugal,Portugal,1990-10-08,Defender,Centre-Back,Left,190,https://www.transfermarkt.co.uk/miguel-vieira/profil/spieler/214300
169757,28643,jordan-faucher,Jordan Faucher,France,France,1991-11-06,Attack,Centre-Forward,,178,https://www.transfermarkt.co.uk/jordan-faucher/profil/spieler/169757
398851,28643,aleksandar-vukotic,Aleksandar Vukotic,Yugoslavia (Republic),Serbia,1995-07-22,Defender,Centre-Back,Left,200,https://www.transfermarkt.co.uk/aleksandar-vukotic/profil/spieler/398851
683895,1245,emmanuel-agbadou,Emmanuel Agbadou,Cote d'Ivoire,Cote d'Ivoire,1997-06-17,Defender,Centre-Back,Right,192,https://www.transfermarkt.co.uk/emmanuel-agbadou/profil/spieler/683895
249552,1245,senna-miangue,Senna Miangue,Belgium,Congo,1997-02-05,Defender,Left-Back,Left,192,https://www.transfermarkt.co.uk/senna-miangue/profil/spieler/249552
558553,28643,milan-de-mey,Milan De Mey,,Belgium,2001-01-03,Midfield,Defensive Midfield,Right,180,https://www.transfermarkt.co.uk/milan-de-mey/profil/spieler/558553
142929,1245,jens-cools,Jens Cools,Belgium,Belgium,1990-10-16,Midfield,Defensive Midfield,Right,189,https://www.transfermarkt.co.uk/jens-cools/profil/spieler/142929
408839,1245,emmanuel-sowah-adjei,Emmanuel Sowah Adjei,,Ghana,1998-01-16,Defender,Right-Back,Right,182,https://www.transfermarkt.co.uk/emmanuel-sowah-adjei/profil/spieler/408839
840907,28643,nikola-pejčić,Nikola Pejčić,,Belgium,2000-10-30,Midfield,Defensive Midfield,,190,https://www.transfermarkt.co.uk/nikola-pej%C4%8Di%C4%87/profil/spieler/840907
31182,1245,andreas-beck,Andreas Beck,UdSSR,Germany,1987-03-13,Defender,Right-Back,,0,https://www.transfermarkt.co.uk/andreas-beck/profil/spieler/31182
511168,1245,abdul-nurudeen,Abdul Nurudeen,Ghana,Ghana,1999-02-08,Goalkeeper,,Right,190,https://www.transfermarkt.co.uk/abdul-nurudeen/profil/spieler/511168
679050,1245,gary-magnee,Gary Magnee,,Belgium,1999-10-12,Defender,Right-Back,Right,0,https://www.transfermarkt.co.uk/gary-magnee/profil/spieler/679050
227532,1245,aleksandar-boljevic,Aleksandar Boljevic,Montenegro,Montenegro,1995-12-12,Attack,Right Winger,Right,186,https://www.transfermarkt.co.uk/aleksandar-boljevic/profil/spieler/227532
53116,1245,robin-himmelmann,Robin Himmelmann,Germany,Germany,1989-02-05,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/robin-himmelmann/profil/spieler/53116
286005,1245,julien-ngoy,Julien Ngoy,Belgium,Belgium,1997-11-02,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/julien-ngoy/profil/spieler/286005
120785,1245,knowledge-musona,Knowledge Musona,Zimbabwe,Zimbabwe,1990-06-21,Attack,Left Winger,Both,177,https://www.transfermarkt.co.uk/knowledge-musona/profil/spieler/120785
481091,1245,silas-gnaka,Silas Gnaka,,Cote d'Ivoire,1998-12-18,Defender,Left-Back,Left,179,https://www.transfermarkt.co.uk/silas-gnaka/profil/spieler/481091
486477,1245,edo-kayembe,Edo Kayembe,DR Congo,DR Congo,1998-06-03,Midfield,Defensive Midfield,Left,183,https://www.transfermarkt.co.uk/edo-kayembe/profil/spieler/486477
108587,1245,amara-baby,Amara Baby,France,Senegal,1989-02-23,Attack,Left Winger,Left,183,https://www.transfermarkt.co.uk/amara-baby/profil/spieler/108587
101531,1245,jonathan-heris,Jonathan Heris,Belgium,Belgium,1990-09-03,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/jonathan-heris/profil/spieler/101531
83951,28643,dries-wuytens,Dries Wuytens,Belgium,Belgium,1991-03-18,Defender,Centre-Back,Right,183,https://www.transfermarkt.co.uk/dries-wuytens/profil/spieler/83951
57514,601,teddy-chevalier,Teddy Chevalier,France,France,1987-06-28,Attack,Centre-Forward,Right,178,https://www.transfermarkt.co.uk/teddy-chevalier/profil/spieler/57514
565778,1245,sibiry-keita,Sibiry Keita,,Mali,2001-01-30,Midfield,Attacking Midfield,Left,173,https://www.transfermarkt.co.uk/sibiry-keita/profil/spieler/565778
171165,1245,mamadou-kone,Mamadou Kone,Cote d'Ivoire,Cote d'Ivoire,1991-12-25,Attack,Centre-Forward,Right,176,https://www.transfermarkt.co.uk/mamadou-kone/profil/spieler/171165
208542,1245,stef-peeters,Stef Peeters,Belgium,Belgium,1992-02-09,Midfield,Central Midfield,Left,188,https://www.transfermarkt.co.uk/stef-peeters/profil/spieler/208542
380416,601,eric-ocansey,Eric Ocansey,Ghana,Ghana,1997-08-22,Attack,Right Winger,Left,173,https://www.transfermarkt.co.uk/eric-ocansey/profil/spieler/380416
156496,601,kristof-dhaene,Kristof Dhaene,Belgium,Belgium,1990-06-06,Defender,Left-Back,Left,168,https://www.transfermarkt.co.uk/kristof-dhaene/profil/spieler/156496
239783,601,petar-golubovic,Petar Golubovic,Yugoslavia (Republic),Serbia,1994-07-13,Defender,Right-Back,Right,186,https://www.transfermarkt.co.uk/petar-golubovic/profil/spieler/239783
258267,601,adam-jakubech,Adam Jakubech,Slovakia,Slovakia,1997-01-02,Goalkeeper,,Right,188,https://www.transfermarkt.co.uk/adam-jakubech/profil/spieler/258267
649019,601,sambou-sissoko,Sambou Sissoko,,Mali,2000-06-29,Midfield,Defensive Midfield,Right,181,https://www.transfermarkt.co.uk/sambou-sissoko/profil/spieler/649019
343953,601,marko-ilic,Marko Ilic,Yugoslavia (Republic),Serbia,1998-02-03,Goalkeeper,,Right,191,https://www.transfermarkt.co.uk/marko-ilic/profil/spieler/343953
175440,601,jovan-stojanovic,Jovan Stojanovic,Serbien,Serbia,1992-04-21,Midfield,Attacking Midfield,,191,https://www.transfermarkt.co.uk/jovan-stojanovic/profil/spieler/175440
585339,601,pape-habib-gueye,Pape Habib Gueye,,Senegal,1999-09-20,Attack,Centre-Forward,,188,https://www.transfermarkt.co.uk/pape-habib-gueye/profil/spieler/585339
564326,1245,marciano-aziz,Marciano Aziz,Belgium,Belgium,2001-07-13,Midfield,Attacking Midfield,,0,https://www.transfermarkt.co.uk/marciano-aziz/profil/spieler/564326
96455,601,yevgen-makarenko,Yevgen Makarenko,UdSSR,Ukraine,1991-05-21,Midfield,Defensive Midfield,Left,186,https://www.transfermarkt.co.uk/yevgen-makarenko/profil/spieler/96455
649490,1245,konan-n-rsquo-dri,Konan N Rsquo Dri,,Cote d'Ivoire,2000-10-27,Attack,Right Winger,Left,174,https://www.transfermarkt.co.uk/konan-n-rsquo-dri/profil/spieler/649490
150711,601,michiel-jonckheere,Michiel Jonckheere,,Belgium,1990-01-03,Midfield,Central Midfield,Right,180,https://www.transfermarkt.co.uk/michiel-jonckheere/profil/spieler/150711
369384,601,mohamed-badamosi,Mohamed Badamosi,The Gambia,The Gambia,1998-12-27,Attack,Centre-Forward,Right,196,https://www.transfermarkt.co.uk/mohamed-badamosi/profil/spieler/369384
250138,601,gilles-dewaele,Gilles Dewaele,Belgium,Belgium,1996-02-13,Defender,Right-Back,Right,182,https://www.transfermarkt.co.uk/gilles-dewaele/profil/spieler/250138
541749,601,luqman-hakim,Luqman Hakim,Malaysia,Malaysia,2002-03-05,Attack,Centre-Forward,Right,170,https://www.transfermarkt.co.uk/luqman-hakim/profil/spieler/541749
182446,601,zinho-gano,Zinho Gano,Belgium,Belgium,1993-10-13,Attack,Centre-Forward,Left,198,https://www.transfermarkt.co.uk/zinho-gano/profil/spieler/182446
194438,2861,francois-marquet,Francois Marquet,Belgium,Belgium,1995-04-17,Midfield,Central Midfield,Right,173,https://www.transfermarkt.co.uk/francois-marquet/profil/spieler/194438
460378,2861,jelle-bataille,Jelle Bataille,,Belgium,1999-05-20,Defender,Right-Back,Right,175,https://www.transfermarkt.co.uk/jelle-bataille/profil/spieler/460378
433615,2861,jorben-vanhulle,Jorben Vanhulle,Belgium,Belgium,2001-03-09,Attack,Centre-Forward,Left,181,https://www.transfermarkt.co.uk/jorben-vanhulle/profil/spieler/433615
485729,2861,fashion-sakala,Fashion Sakala,Zambia,Zambia,1997-03-14,Attack,Centre-Forward,Right,178,https://www.transfermarkt.co.uk/fashion-sakala/profil/spieler/485729
855842,2861,marvin-dewaele,Marvin Dewaele,,Belgium,2000-01-13,Defender,Right-Back,Right,177,https://www.transfermarkt.co.uk/marvin-dewaele/profil/spieler/855842
606849,2861,makhtar-gueye,Makhtar Gueye,,Senegal,1997-12-04,Attack,Centre-Forward,Right,195,https://www.transfermarkt.co.uk/makhtar-gueye/profil/spieler/606849
174285,2861,kevin-vandendriessche,Kevin Vandendriessche,France,France,1989-08-07,Midfield,Central Midfield,Right,183,https://www.transfermarkt.co.uk/kevin-vandendriessche/profil/spieler/174285
688246,601,maxim-deman,Maxim Deman,,Belgium,2001-10-23,Goalkeeper,,Left,194,https://www.transfermarkt.co.uk/maxim-deman/profil/spieler/688246
460848,2861,anton-tanghe,Anton Tanghe,Belgium,Belgium,1999-01-28,Defender,Centre-Back,Right,194,https://www.transfermarkt.co.uk/anton-tanghe/profil/spieler/460848
240778,2861,marko-kvasina,Marko Kvasina,Austria,Austria,1996-12-20,Attack,Centre-Forward,Right,195,https://www.transfermarkt.co.uk/marko-kvasina/profil/spieler/240778
823584,2861,manuel-osifo,Manuel Osifo,,Belgium,2003-07-31,Defender,Centre-Back,Right,0,https://www.transfermarkt.co.uk/manuel-osifo/profil/spieler/823584
405679,2861,frederik-jakel,Frederik Jakel,Germany,Germany,2001-03-07,Defender,Centre-Back,Right,194,https://www.transfermarkt.co.uk/frederik-jakel/profil/spieler/405679
189604,2861,sindrit-guri,Sindrit Guri,Albania,Albania,1993-10-23,Attack,Centre-Forward,Right,189,https://www.transfermarkt.co.uk/sindrit-guri/profil/spieler/189604
129585,2861,guillaume-hubert,Guillaume Hubert,Belgium,Belgium,1994-01-11,Goalkeeper,,Right,198,https://www.transfermarkt.co.uk/guillaume-hubert/profil/spieler/129585
42703,2861,brecht-capon,Brecht Capon,Belgium,Belgium,1988-04-24,Defender,Right-Back,Right,179,https://www.transfermarkt.co.uk/brecht-capon/profil/spieler/42703
338817,2861,indy-boonen,Indy Boonen,Belgium,Belgium,1999-01-04,Midfield,Attacking Midfield,Left,177,https://www.transfermarkt.co.uk/indy-boonen/profil/spieler/338817
368624,2861,mamadou-thiam,Mamadou Thiam,France,Senegal,1995-03-20,Attack,Centre-Forward,Right,180,https://www.transfermarkt.co.uk/mamadou-thiam/profil/spieler/368624
460379,2861,robbie-dhaese,Robbie Dhaese,,Belgium,1999-02-25,Defender,Left-Back,Right,180,https://www.transfermarkt.co.uk/robbie-dhaese/profil/spieler/460379
368891,2861,arthur-theate,Arthur Theate,,Belgium,2000-05-25,Defender,Centre-Back,Left,191,https://www.transfermarkt.co.uk/arthur-theate/profil/spieler/368891
167265,2861,cameron-mcgeehan,Cameron Mcgeehan,England,Northern Ireland,1995-04-06,Midfield,,Right,180,https://www.transfermarkt.co.uk/cameron-mcgeehan/profil/spieler/167265
363223,2861,jack-hendry,Jack Hendry,Scotland,Scotland,1995-05-07,Defender,Centre-Back,Right,192,https://www.transfermarkt.co.uk/jack-hendry/profil/spieler/363223
461595,2861,theo-ndicka-matam,Theo Ndicka Matam,France,France,2000-04-20,Defender,Left-Back,Left,169,https://www.transfermarkt.co.uk/theo-ndicka-matam/profil/spieler/461595
895402,2861,mohamed-berte,Mohamed Berte,Belgium,Belgium,2002-03-25,Attack,Centre-Forward,Right,175,https://www.transfermarkt.co.uk/mohamed-berte/profil/spieler/895402
688245,2861,jordy-schelfhout,Jordy Schelfhout,,Belgium,2001-01-01,Goalkeeper,,Left,184,https://www.transfermarkt.co.uk/jordy-schelfhout/profil/spieler/688245
443855,2861,nick-batzner,Nick Batzner,,Germany,2000-03-15,Midfield,Attacking Midfield,Right,170,https://www.transfermarkt.co.uk/nick-batzner/profil/spieler/443855
352017,601,faiz-selemani,Faiz Selemani,France,Comoros,1993-11-14,Attack,Left Winger,Right,182,https://www.transfermarkt.co.uk/faiz-selemani/profil/spieler/352017
190146,2727,xavier-mercier,Xavier Mercier,France,France,1989-07-25,Midfield,Attacking Midfield,Right,174,https://www.transfermarkt.co.uk/xavier-mercier/profil/spieler/190146
346290,2861,maxime-darpino,Maxime Darpino,France,France,1996-06-17,Midfield,Central Midfield,Right,175,https://www.transfermarkt.co.uk/maxime-darpino/profil/spieler/346290
375718,2861,evangelos-patoulidis,Evangelos Patoulidis,,Belgium,2001-09-24,Midfield,Attacking Midfield,Left,176,https://www.transfermarkt.co.uk/evangelos-patoulidis/profil/spieler/375718
719654,2727,isaac-asante,Isaac Asante,Ghana,Belgium,2002-08-29,Midfield,Attacking Midfield,Right,0,https://www.transfermarkt.co.uk/isaac-asante/profil/spieler/719654
712086,2727,toon-raemaekers,Toon Raemaekers,,Belgium,2000-09-09,Defender,Centre-Back,Right,194,https://www.transfermarkt.co.uk/toon-raemaekers/profil/spieler/712086
170485,2727,yannick-aguemon,Yannick Aguemon,Benin,Benin,1992-02-11,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/yannick-aguemon/profil/spieler/170485
104543,1245,theo-defourny,Theo Defourny,France,Belgium,1992-04-25,Goalkeeper,,Right,194,https://www.transfermarkt.co.uk/theo-defourny/profil/spieler/104543
502247,2727,louis-patris,Louis Patris,,Belgium,2001-06-07,Defender,Centre-Back,Right,0,https://www.transfermarkt.co.uk/louis-patris/profil/spieler/502247
565019,2727,arthur-allemeersch,Arthur Allemeersch,,Belgium,2001-07-27,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/arthur-allemeersch/profil/spieler/565019
122383,2727,kawin-thamsatchanan,Kawin Thamsatchanan,Thailand,Thailand,1990-01-26,Goalkeeper,,Right,183,https://www.transfermarkt.co.uk/kawin-thamsatchanan/profil/spieler/122383
551505,2727,mousa-al-tamari,Mousa Al Tamari,Jordan,Jordan,1997-06-10,Attack,Right Winger,Left,176,https://www.transfermarkt.co.uk/mousa-al-tamari/profil/spieler/551505
282897,2727,kristiyan-malinov,Kristiyan Malinov,Bulgaria,Bulgaria,1994-03-30,Midfield,Defensive Midfield,Right,170,https://www.transfermarkt.co.uk/kristiyan-malinov/profil/spieler/282897
481640,2727,daan-vekemans,Daan Vekemans,,Belgium,2000-02-22,Attack,Centre-Forward,Right,180,https://www.transfermarkt.co.uk/daan-vekemans/profil/spieler/481640
310131,2727,mathieu-maertens,Mathieu Maertens,,Belgium,1995-03-27,Midfield,Defensive Midfield,Right,182,https://www.transfermarkt.co.uk/mathieu-maertens/profil/spieler/310131
140786,2727,pierre-yves-ngawa,Pierre Yves Ngawa,Belgium,Belgium,1992-02-09,Defender,Right-Back,Right,187,https://www.transfermarkt.co.uk/pierre-yves-ngawa/profil/spieler/140786
547889,2727,oregan-ravet,Oregan Ravet,,Belgium,2001-07-13,Goalkeeper,,,189,https://www.transfermarkt.co.uk/oregan-ravet/profil/spieler/547889
316406,2727,olivier-myny,Olivier Myny,Belgium,Belgium,1994-11-10,Attack,Right Winger,Right,178,https://www.transfermarkt.co.uk/olivier-myny/profil/spieler/316406
52811,2727,david-hubert,David Hubert,Belgium,Belgium,1988-02-12,Midfield,Defensive Midfield,Right,184,https://www.transfermarkt.co.uk/david-hubert/profil/spieler/52811
161658,601,gaetan-hendrickx,Gaetan Hendrickx,Belgium,Belgium,1995-03-30,Midfield,Defensive Midfield,Right,175,https://www.transfermarkt.co.uk/gaetan-hendrickx/profil/spieler/161658
269766,2727,jonah-osabutey,Jonah Osabutey,,Ghana,1998-10-08,Attack,Centre-Forward,Right,181,https://www.transfermarkt.co.uk/jonah-osabutey/profil/spieler/269766
78507,2727,derrick-tshimanga,Derrick Tshimanga,Zaire,Belgium,1988-11-06,Defender,Left-Back,Left,176,https://www.transfermarkt.co.uk/derrick-tshimanga/profil/spieler/78507
292806,2727,casper-de-norre,Casper De Norre,Belgium,Belgium,1997-02-07,Defender,Left-Back,Right,175,https://www.transfermarkt.co.uk/casper-de-norre/profil/spieler/292806
167798,2861,andrew-hjulsager,Andrew Hjulsager,Denmark,Denmark,1995-01-15,Midfield,Attacking Midfield,Right,175,https://www.transfermarkt.co.uk/andrew-hjulsager/profil/spieler/167798
176026,2727,samy-kehli,Samy Kehli,France,France,1991-01-27,Midfield,Attacking Midfield,Right,191,https://www.transfermarkt.co.uk/samy-kehli/profil/spieler/176026
564489,2727,kamal-sowah,Kamal Sowah,,Ghana,2000-01-09,Midfield,Attacking Midfield,Left,179,https://www.transfermarkt.co.uk/kamal-sowah/profil/spieler/564489
41125,2727,sascha-kotysch,Sascha Kotysch,Germany,Germany,1988-10-02,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/sascha-kotysch/profil/spieler/41125
249568,2727,thibault-vlietinck,Thibault Vlietinck,Belgium,Belgium,1997-08-19,Attack,Right Winger,Right,180,https://www.transfermarkt.co.uk/thibault-vlietinck/profil/spieler/249568
294807,2727,aboubakar-keita,Aboubakar Keita,Cote d'Ivoire,Cote d'Ivoire,1997-11-05,Midfield,Defensive Midfield,Right,184,https://www.transfermarkt.co.uk/aboubakar-keita/profil/spieler/294807
77829,2727,frederic-duplus,Frederic Duplus,France,France,1990-04-07,Defender,Right-Back,Right,178,https://www.transfermarkt.co.uk/frederic-duplus/profil/spieler/77829
455917,2727,josh-eppiah,Josh Eppiah,,Belgium,1998-10-11,Attack,Centre-Forward,Left,0,https://www.transfermarkt.co.uk/josh-eppiah/profil/spieler/455917
293168,2727,filip-benkovic,Filip Benkovic,Croatia,Croatia,1997-07-13,Defender,Centre-Back,Right,194,https://www.transfermarkt.co.uk/filip-benkovic/profil/spieler/293168
56872,2727,andy-king,Andy King,England,Wales,1988-10-29,Midfield,Central Midfield,Right,184,https://www.transfermarkt.co.uk/andy-king/profil/spieler/56872
208552,2727,siebe-schrijvers,Siebe Schrijvers,Belgium,Belgium,1996-07-18,Attack,Second Striker,Right,180,https://www.transfermarkt.co.uk/siebe-schrijvers/profil/spieler/208552
384879,2727,vaclav-jemelka,Vaclav Jemelka,,Czech Republic,1995-06-23,Defender,Centre-Back,Left,186,https://www.transfermarkt.co.uk/vaclav-jemelka/profil/spieler/384879
217776,2727,kenneth-schuermans,Kenneth Schuermans,Belgium,Belgium,1991-05-25,Defender,Centre-Back,Right,195,https://www.transfermarkt.co.uk/kenneth-schuermans/profil/spieler/217776
